From, To, Count,  Acreage
Sunflowers, Rice, 273, 60.7
Sunflowers, Sorghum, 53, 11.8
Sunflowers, Sunflowers, 783, 174.1
Sunflowers, Sweet Corn, 50, 11.1
Sunflowers, Barley, 183, 40.7
Sunflowers, Winter Wheat, 2134, 474.6
Sunflowers, Rye, 38, 8.5
Sunflowers, Oats, 46, 10.2
Sunflowers, Safflower, 1048, 233.1
Sunflowers, Alfalfa, 761, 169.2
Sunflowers, Other Hay/Non Alfalfa, 464, 103.2
Sunflowers, Hemp, 75, 16.7
Sunflowers, Watermelons, 526, 117.0
Sunflowers, Cucumbers, 9, 2.0
Sunflowers, Peas, 1, 0.2
Sunflowers, Tomatoes, 4836, 1075.5
Sunflowers, Herbs, 83, 18.5
Sunflowers, Sod/Grass Seed, 2, 0.4
Sunflowers, Fallow/Idle Cropland, 1933, 429.9
Sunflowers, Other Tree Crops, 2, 0.4
Sunflowers, Almonds, 2091, 465.0
Sunflowers, Walnuts, 57, 12.7
Sunflowers, Shrubland, 643, 143.0
Sunflowers, Grass/Pasture, 163, 36.3
Sunflowers, Woody Wetlands, 1, 0.2
Sunflowers, Herbaceous Wetlands, 7, 1.6
Sunflowers, Pistachios, 16, 3.6
Sunflowers, Triticale, 521, 115.9
Sunflowers, Garlic, 6, 1.3
Sunflowers, Prunes, 1, 0.2
Sunflowers, Olives, 6, 1.3
Sunflowers, Peppers, 34, 7.6
Sunflowers, Plums, 1, 0.2
Sunflowers, Squash, 25, 5.6
Sunflowers, Dbl Crop WinWht/Corn, 1, 0.2
Sunflowers, Dbl Crop Oats/Corn, 1, 0.2
Sunflowers, Pumpkins, 33, 7.3
Sweet Corn, Corn, 886, 197.0
Sweet Corn, Rice, 4, 0.9
Sweet Corn, Sunflowers, 1, 0.2
Sweet Corn, Sweet Corn, 559, 124.3
Sweet Corn, Barley, 3, 0.7
Sweet Corn, Winter Wheat, 846, 188.1
Sweet Corn, Oats, 258, 57.4
Sweet Corn, Safflower, 13, 2.9
Sweet Corn, Alfalfa, 945, 210.2
Sweet Corn, Other Hay/Non Alfalfa, 2, 0.4
Sweet Corn, Dry Beans, 52, 11.6
Sweet Corn, Hemp, 1, 0.2
Sweet Corn, Watermelons, 782, 173.9
Sweet Corn, Tomatoes, 4787, 1064.6
Sweet Corn, Fallow/Idle Cropland, 104, 23.1
Sweet Corn, Cherries, 1307, 290.7
Sweet Corn, Almonds, 87, 19.3
Sweet Corn, Barren, 4, 0.9
Sweet Corn, Grass/Pasture, 1, 0.2
Sweet Corn, Pistachios, 1, 0.2
Sweet Corn, Garlic, 1352, 300.7
Sweet Corn, Squash, 462, 102.7
Sweet Corn, Dbl Crop Triticale/Corn, 1, 0.2
Sweet Corn, Pumpkins, 1254, 278.9
Pop or Orn Corn, Corn, 436, 97.0
Pop or Orn Corn, Rice, 369, 82.1
Pop or Orn Corn, Sorghum, 224, 49.8
Barley, Corn, 363, 80.7
Barley, Rice, 10, 2.2
Barley, Barley, 1841, 409.4
Barley, Winter Wheat, 1596, 354.9
Barley, Oats, 81, 18.0
Barley, Safflower, 3, 0.7
Barley, Alfalfa, 19, 4.2
Barley, Other Hay/Non Alfalfa, 760, 169.0
Barley, Dry Beans, 10, 2.2
Barley, Watermelons, 677, 150.6
Barley, Fallow/Idle Cropland, 25, 5.6
Barley, Walnuts, 1, 0.2
Barley, Shrubland, 1, 0.2
Barley, Grass/Pasture, 818, 181.9
Barley, Triticale, 65, 14.5
Barley, Plums, 3, 0.7
Barley, Dbl Crop Barley/Corn, 272, 60.5
Durum Wheat, Cotton, 3, 0.7
Spring Wheat, Tomatoes, 9, 2.0
Spring Wheat, Walnuts, 126, 28.0
Winter Wheat, Corn, 10363, 2304.7
Winter Wheat, Cotton, 11, 2.4
Winter Wheat, Rice, 1338, 297.6
Winter Wheat, Sorghum, 119, 26.5
Winter Wheat, Sunflowers, 3103, 690.1
Winter Wheat, Sweet Corn, 19, 4.2
Winter Wheat, Pop or Orn Corn, 19, 4.2
Winter Wheat, Barley, 1266, 281.6
Winter Wheat, Spring Wheat, 1, 0.2
Winter Wheat, Winter Wheat, 70197, 15611.4
Winter Wheat, Rye, 299, 66.5
Winter Wheat, Oats, 2467, 548.6
Winter Wheat, Safflower, 14528, 3230.9
Winter Wheat, Alfalfa, 10868, 2417.0
Winter Wheat, Other Hay/Non Alfalfa, 3819, 849.3
Winter Wheat, Dry Beans, 18, 4.0
Winter Wheat, Hemp, 1694, 376.7
Winter Wheat, Watermelons, 183, 40.7
Winter Wheat, Cucumbers, 515, 114.5
Winter Wheat, Tomatoes, 25077, 5577.0
Winter Wheat, Herbs, 1, 0.2
Winter Wheat, Clover/Wildflowers, 1, 0.2
Winter Wheat, Fallow/Idle Cropland, 15058, 3348.8
Winter Wheat, Cherries, 509, 113.2
Winter Wheat, Peaches, 35, 7.8
Winter Wheat, Apples, 45, 10.0
Winter Wheat, Grapes, 1548, 344.3
Winter Wheat, Other Tree Crops, 29, 6.4
Winter Wheat, Almonds, 3818, 849.1
Winter Wheat, Walnuts, 338, 75.2
Winter Wheat, Pears, 176, 39.1
Winter Wheat, Open Water, 26, 5.8
Winter Wheat, Developed/Open Space, 5, 1.1
Winter Wheat, Barren, 183, 40.7
Winter Wheat, Evergreen Forest, 1, 0.2
Winter Wheat, Shrubland, 1, 0.2
Winter Wheat, Grass/Pasture, 1796, 399.4
Winter Wheat, Woody Wetlands, 5, 1.1
Winter Wheat, Herbaceous Wetlands, 92, 20.5
Winter Wheat, Pistachios, 134, 29.8
Winter Wheat, Triticale, 5957, 1324.8
Winter Wheat, Garlic, 1389, 308.9
Winter Wheat, Prunes, 3, 0.7
Winter Wheat, Olives, 334, 74.3
Winter Wheat, Plums, 47, 10.5
Winter Wheat, Dbl Crop WinWht/Corn, 7430, 1652.4
Winter Wheat, Dbl Crop Oats/Corn, 381, 84.7
Winter Wheat, Dbl Crop Triticale/Corn, 12, 2.7
Winter Wheat, Pumpkins, 318, 70.7
Winter Wheat, Dbl Crop WinWht/Sorghum, 3, 0.7
Winter Wheat, Dbl Crop Barley/Corn, 263, 58.5
Winter Wheat, Dbl Crop WinWht/Cotton, 3, 0.7
Rye, Corn, 59, 13.1
Rye, Winter Wheat, 907, 201.7
Rye, Rye, 2446, 544.0
Rye, Oats, 12, 2.7
Rye, Safflower, 39, 8.7
Rye, Alfalfa, 687, 152.8
Rye, Other Hay/Non Alfalfa, 485, 107.9
Rye, Hemp, 86, 19.1
Rye, Tomatoes, 172, 38.3
Rye, Fallow/Idle Cropland, 3, 0.7
Rye, Herbaceous Wetlands, 1, 0.2
Rye, Pistachios, 25, 5.6
Oats, Corn, 732, 162.8
Oats, Cotton, 1, 0.2
Oats, Barley, 258, 57.4
Oats, Winter Wheat, 2077, 461.9
Oats, Rye, 147, 32.7
Oats, Oats, 19950, 4436.8
Oats, Safflower, 30, 6.7
Oats, Alfalfa, 1772, 394.1
Oats, Other Hay/Non Alfalfa, 1705, 379.2
Oats, Dry Beans, 4, 0.9
Oats, Hemp, 118, 26.2
Oats, Watermelons, 50, 11.1
Oats, Tomatoes, 96, 21.3
Oats, Herbs, 1, 0.2
Oats, Clover/Wildflowers, 153, 34.0
Oats, Fallow/Idle Cropland, 1860, 413.7
Oats, Cherries, 3, 0.7
Oats, Grapes, 4, 0.9
Oats, Almonds, 32, 7.1
Oats, Walnuts, 3, 0.7
Oats, Open Water, 1, 0.2
Oats, Developed/Open Space, 25, 5.6
Oats, Barren, 5, 1.1
Oats, Shrubland, 2, 0.4
Oats, Grass/Pasture, 166, 36.9
Oats, Herbaceous Wetlands, 1, 0.2
Oats, Pistachios, 439, 97.6
Oats, Triticale, 96, 21.3
Oats, Garlic, 1, 0.2
Oats, Plums, 1, 0.2
Oats, Dbl Crop WinWht/Corn, 108, 24.0
Oats, Dbl Crop Oats/Corn, 2660, 591.6
Oats, Dbl Crop Triticale/Corn, 23, 5.1
Oats, Pumpkins, 34, 7.6
Millet, Winter Wheat, 1, 0.2
Canola, Oats, 10, 2.2
Safflower, Corn, 321, 71.4
Safflower, Rice, 16, 3.6
Safflower, Sorghum, 119, 26.5
Safflower, Sunflowers, 835, 185.7
Safflower, Barley, 668, 148.6
Safflower, Winter Wheat, 4225, 939.6
Safflower, Oats, 189, 42.0
Safflower, Safflower, 6540, 1454.5
Safflower, Alfalfa, 2640, 587.1
Safflower, Other Hay/Non Alfalfa, 490, 109.0
Safflower, Watermelons, 470, 104.5
Safflower, Cucumbers, 898, 199.7
Safflower, Tomatoes, 3436, 764.1
Safflower, Fallow/Idle Cropland, 143, 31.8
Safflower, Grapes, 77, 17.1
Safflower, Almonds, 291, 64.7
Safflower, Walnuts, 9, 2.0
Safflower, Grass/Pasture, 48, 10.7
Safflower, Herbaceous Wetlands, 1, 0.2
Safflower, Triticale, 2514, 559.1
Safflower, Prunes, 1, 0.2
Safflower, Plums, 50, 11.1
Safflower, Squash, 17, 3.8
Alfalfa, Corn, 8699, 1934.6
Alfalfa, Cotton, 6, 1.3
Alfalfa, Rice, 1944, 432.3
Alfalfa, Sunflowers, 5086, 1131.1
Alfalfa, Sweet Corn, 458, 101.9
Alfalfa, Barley, 5, 1.1
Alfalfa, Winter Wheat, 15091, 3356.2
Alfalfa, Rye, 464, 103.2
Alfalfa, Oats, 6172, 1372.6
Alfalfa, Safflower, 7656, 1702.7
Alfalfa, Alfalfa, 371530, 82626.3
Alfalfa, Other Hay/Non Alfalfa, 17623, 3919.3
Alfalfa, Dry Beans, 3, 0.7
Alfalfa, Hemp, 443, 98.5
Alfalfa, Misc Vegs & Fruits, 1, 0.2
Alfalfa, Watermelons, 31, 6.9
Alfalfa, Cucumbers, 3, 0.7
Alfalfa, Tomatoes, 15180, 3376.0
Alfalfa, Herbs, 1, 0.2
Alfalfa, Clover/Wildflowers, 761, 169.2
Alfalfa, Sod/Grass Seed, 81, 18.0
Alfalfa, Fallow/Idle Cropland, 1992, 443.0
Alfalfa, Cherries, 2295, 510.4
Alfalfa, Peaches, 4, 0.9
Alfalfa, Grapes, 3094, 688.1
Alfalfa, Other Tree Crops, 18, 4.0
Alfalfa, Almonds, 10310, 2292.9
Alfalfa, Walnuts, 372, 82.7
Alfalfa, Pears, 386, 85.8
Alfalfa, Open Water, 12, 2.7
Alfalfa, Developed/Open Space, 20, 4.4
Alfalfa, Developed/Low Intensity, 12, 2.7
Alfalfa, Developed/Medium Intensity, 7, 1.6
Alfalfa, Barren, 15, 3.3
Alfalfa, Shrubland, 9, 2.0
Alfalfa, Grass/Pasture, 123, 27.4
Alfalfa, Woody Wetlands, 27, 6.0
Alfalfa, Herbaceous Wetlands, 111, 24.7
Alfalfa, Pistachios, 3, 0.7
Alfalfa, Triticale, 4378, 973.6
Alfalfa, Garlic, 76, 16.9
Alfalfa, Prunes, 4, 0.9
Alfalfa, Olives, 1204, 267.8
Alfalfa, Plums, 80, 17.8
Alfalfa, Strawberries, 1, 0.2
Alfalfa, Dbl Crop WinWht/Corn, 2139, 475.7
Alfalfa, Dbl Crop Oats/Corn, 1642, 365.2
Alfalfa, Dbl Crop Triticale/Corn, 6, 1.3
Alfalfa, Pumpkins, 569, 126.5
Alfalfa, Dbl Crop Barley/Corn, 143, 31.8
Other Hay/Non Alfalfa, Corn, 379, 84.3
Other Hay/Non Alfalfa, Rice, 120, 26.7
Other Hay/Non Alfalfa, Sunflowers, 2219, 493.5
Other Hay/Non Alfalfa, Barley, 17, 3.8
Other Hay/Non Alfalfa, Durum Wheat, 3, 0.7
Other Hay/Non Alfalfa, Winter Wheat, 5213, 1159.3
Other Hay/Non Alfalfa, Rye, 886, 197.0
Other Hay/Non Alfalfa, Oats, 2888, 642.3
Other Hay/Non Alfalfa, Safflower, 38, 8.5
Other Hay/Non Alfalfa, Alfalfa, 3576, 795.3
Other Hay/Non Alfalfa, Other Hay/Non Alfalfa, 62759, 13957.3
Other Hay/Non Alfalfa, Dry Beans, 63, 14.0
Other Hay/Non Alfalfa, Hemp, 141, 31.4
Other Hay/Non Alfalfa, Tomatoes, 1682, 374.1
Other Hay/Non Alfalfa, Clover/Wildflowers, 1482, 329.6
Other Hay/Non Alfalfa, Fallow/Idle Cropland, 2941, 654.1
Other Hay/Non Alfalfa, Cherries, 383, 85.2
Other Hay/Non Alfalfa, Grapes, 36, 8.0
Other Hay/Non Alfalfa, Almonds, 3226, 717.4
Other Hay/Non Alfalfa, Walnuts, 89, 19.8
Other Hay/Non Alfalfa, Pears, 59, 13.1
Other Hay/Non Alfalfa, Open Water, 2, 0.4
Other Hay/Non Alfalfa, Barren, 4, 0.9
Other Hay/Non Alfalfa, Deciduous Forest, 1, 0.2
Other Hay/Non Alfalfa, Mixed Forest, 2, 0.4
Other Hay/Non Alfalfa, Shrubland, 4, 0.9
Other Hay/Non Alfalfa, Grass/Pasture, 1437, 319.6
Other Hay/Non Alfalfa, Woody Wetlands, 6, 1.3
Other Hay/Non Alfalfa, Herbaceous Wetlands, 204, 45.4
Other Hay/Non Alfalfa, Pistachios, 177, 39.4
Other Hay/Non Alfalfa, Triticale, 239, 53.2
Other Hay/Non Alfalfa, Garlic, 47, 10.5
Other Hay/Non Alfalfa, Prunes, 3, 0.7
Other Hay/Non Alfalfa, Olives, 1184, 263.3
Other Hay/Non Alfalfa, Plums, 19, 4.2
Other Hay/Non Alfalfa, Dbl Crop WinWht/Corn, 1298, 288.7
Other Hay/Non Alfalfa, Dbl Crop Oats/Corn, 485, 107.9
Other Hay/Non Alfalfa, Dbl Crop Triticale/Corn, 5, 1.1
Other Hay/Non Alfalfa, Pumpkins, 209, 46.5
Buckwheat, Corn, 1, 0.2
Dry Beans, Corn, 111, 24.7
Dry Beans, Sunflowers, 245, 54.5
Dry Beans, Sweet Corn, 427, 95.0
Dry Beans, Barley, 6, 1.3
Dry Beans, Winter Wheat, 605, 134.5
Dry Beans, Oats, 292, 64.9
Dry Beans, Safflower, 97, 21.6
Dry Beans, Alfalfa, 501, 111.4
Dry Beans, Other Hay/Non Alfalfa, 334, 74.3
Dry Beans, Dry Beans, 281, 62.5
Dry Beans, Tomatoes, 2978, 662.3
Dry Beans, Fallow/Idle Cropland, 1618, 359.8
Dry Beans, Cherries, 17, 3.8
Dry Beans, Almonds, 20, 4.4
Dry Beans, Walnuts, 17, 3.8
Dry Beans, Woody Wetlands, 6, 1.3
Dry Beans, Triticale, 507, 112.8
Dry Beans, Pumpkins, 267, 59.4
Hemp, Corn, 135, 30.0
Hemp, Rice, 2357, 524.2
Hemp, Sunflowers, 2, 0.4
Hemp, Winter Wheat, 733, 163.0
Hemp, Other Hay/Non Alfalfa, 24, 5.3
Hemp, Hemp, 412, 91.6
Hemp, Onions, 169, 37.6
Hemp, Cucumbers, 6, 1.3
Hemp, Tomatoes, 375, 83.4
Hemp, Fallow/Idle Cropland, 204, 45.4
Misc Vegs & Fruits, Other Hay/Non Alfalfa, 270, 60.0
Misc Vegs & Fruits, Watermelons, 954, 212.2
Watermelons, Corn, 502, 111.6
Watermelons, Cotton, 11, 2.4
Watermelons, Rice, 33, 7.3
Watermelons, Sunflowers, 216, 48.0
Watermelons, Barley, 81, 18.0
Watermelons, Winter Wheat, 160, 35.6
Watermelons, Safflower, 59, 13.1
Watermelons, Alfalfa, 385, 85.6
Watermelons, Other Hay/Non Alfalfa, 5, 1.1
Watermelons, Watermelons, 26, 5.8
Watermelons, Tomatoes, 997, 221.7
Watermelons, Fallow/Idle Cropland, 232, 51.6
Watermelons, Almonds, 430, 95.6
Watermelons, Walnuts, 90, 20.0
Watermelons, Triticale, 136, 30.2
Watermelons, Pumpkins, 1, 0.2
Onions, Corn, 582, 129.4
Onions, Rice, 303, 67.4
Onions, Winter Wheat, 19, 4.2
Onions, Oats, 503, 111.9
Onions, Alfalfa, 486, 108.1
Onions, Watermelons, 1, 0.2
Onions, Onions, 161, 35.8
Onions, Fallow/Idle Cropland, 143, 31.8
Onions, Almonds, 2, 0.4
Onions, Walnuts, 204, 45.4
Onions, Dbl Crop Oats/Corn, 446, 99.2
Onions, Lettuce, 10, 2.2
Onions, Pumpkins, 474, 105.4
Cucumbers, Corn, 1497, 332.9
Cucumbers, Sunflowers, 1, 0.2
Cucumbers, Winter Wheat, 3102, 689.9
Cucumbers, Oats, 235, 52.3
Cucumbers, Safflower, 1476, 328.3
Cucumbers, Alfalfa, 510, 113.4
Cucumbers, Other Hay/Non Alfalfa, 112, 24.9
Cucumbers, Hemp, 38, 8.5
Cucumbers, Watermelons, 1341, 298.2
Cucumbers, Cucumbers, 4099, 911.6
Cucumbers, Tomatoes, 2042, 454.1
Cucumbers, Fallow/Idle Cropland, 103, 22.9
Cucumbers, Grapes, 17, 3.8
Cucumbers, Almonds, 33, 7.3
Cucumbers, Pears, 177, 39.4
Cucumbers, Triticale, 334, 74.3
Chick Peas, Alfalfa, 27, 6.0
Peas, Corn, 594, 132.1
Peas, Barley, 59, 13.1
Peas, Winter Wheat, 330, 73.4
Peas, Safflower, 83, 18.5
Peas, Peas, 251, 55.8
Peas, Tomatoes, 592, 131.7
Peas, Fallow/Idle Cropland, 390, 86.7
Tomatoes, Corn, 10464, 2327.1
Tomatoes, Rice, 37, 8.2
Tomatoes, Sorghum, 320, 71.2
Tomatoes, Sunflowers, 3504, 779.3
Tomatoes, Sweet Corn, 2126, 472.8
Tomatoes, Barley, 313, 69.6
Tomatoes, Winter Wheat, 12647, 2812.6
Tomatoes, Oats, 21, 4.7
Tomatoes, Safflower, 3519, 782.6
Tomatoes, Alfalfa, 4338, 964.7
Tomatoes, Other Hay/Non Alfalfa, 533, 118.5
Tomatoes, Dry Beans, 1509, 335.6
Tomatoes, Hemp, 5, 1.1
Tomatoes, Watermelons, 2451, 545.1
Tomatoes, Onions, 4, 0.9
Tomatoes, Cucumbers, 4349, 967.2
Tomatoes, Tomatoes, 38796, 8628.0
Tomatoes, Herbs, 2, 0.4
Tomatoes, Fallow/Idle Cropland, 1422, 316.2
Tomatoes, Peaches, 2, 0.4
Tomatoes, Grapes, 812, 180.6
Tomatoes, Other Tree Crops, 4, 0.9
Tomatoes, Almonds, 579, 128.8
Tomatoes, Walnuts, 795, 176.8
Tomatoes, Woody Wetlands, 1, 0.2
Tomatoes, Herbaceous Wetlands, 287, 63.8
Tomatoes, Pistachios, 18, 4.0
Tomatoes, Triticale, 1188, 264.2
Tomatoes, Garlic, 9904, 2202.6
Tomatoes, Cantaloupes, 4, 0.9
Tomatoes, Prunes, 1, 0.2
Tomatoes, Peppers, 4, 0.9
Tomatoes, Plums, 17, 3.8
Tomatoes, Squash, 57, 12.7
Tomatoes, Dbl Crop WinWht/Corn, 1340, 298.0
Tomatoes, Pumpkins, 111, 24.7
Herbs, Sunflowers, 5, 1.1
Herbs, Winter Wheat, 24, 5.3
Herbs, Rye, 17, 3.8
Herbs, Tomatoes, 59, 13.1
Herbs, Herbs, 10, 2.2
Herbs, Almonds, 2, 0.4
Herbs, Developed/Open Space, 14, 3.1
Clover/Wildflowers, Corn, 54, 12.0
Clover/Wildflowers, Winter Wheat, 14, 3.1
Clover/Wildflowers, Rye, 9, 2.0
Clover/Wildflowers, Safflower, 294, 65.4
Clover/Wildflowers, Alfalfa, 169, 37.6
Clover/Wildflowers, Other Hay/Non Alfalfa, 3040, 676.1
Clover/Wildflowers, Hemp, 70, 15.6
Clover/Wildflowers, Tomatoes, 53, 11.8
Clover/Wildflowers, Clover/Wildflowers, 136072, 30261.7
Clover/Wildflowers, Sod/Grass Seed, 420, 93.4
Clover/Wildflowers, Fallow/Idle Cropland, 53, 11.8
Clover/Wildflowers, Cherries, 2, 0.4
Clover/Wildflowers, Peaches, 1, 0.2
Clover/Wildflowers, Other Tree Crops, 15, 3.3
Clover/Wildflowers, Almonds, 35, 7.8
Clover/Wildflowers, Grass/Pasture, 4, 0.9
Clover/Wildflowers, Woody Wetlands, 2, 0.4
Clover/Wildflowers, Triticale, 92, 20.5
Clover/Wildflowers, Plums, 93, 20.7
Clover/Wildflowers, Dbl Crop Oats/Corn, 2, 0.4
Sod/Grass Seed, Rice, 1, 0.2
Fallow/Idle Cropland, Corn, 4998, 1111.5
Fallow/Idle Cropland, Cotton, 1, 0.2
Fallow/Idle Cropland, Rice, 8492, 1888.6
Fallow/Idle Cropland, Sorghum, 52, 11.6
Fallow/Idle Cropland, Sunflowers, 793, 176.4
Fallow/Idle Cropland, Barley, 333, 74.1
Fallow/Idle Cropland, Winter Wheat, 9017, 2005.3
Fallow/Idle Cropland, Rye, 14, 3.1
Fallow/Idle Cropland, Oats, 3304, 734.8
Fallow/Idle Cropland, Safflower, 1695, 377.0
Fallow/Idle Cropland, Alfalfa, 2619, 582.5
Fallow/Idle Cropland, Other Hay/Non Alfalfa, 8278, 1841.0
Fallow/Idle Cropland, Dry Beans, 51, 11.3
Fallow/Idle Cropland, Hemp, 6275, 1395.5
Fallow/Idle Cropland, Watermelons, 287, 63.8
Fallow/Idle Cropland, Tomatoes, 1239, 275.5
Fallow/Idle Cropland, Herbs, 16, 3.6
Fallow/Idle Cropland, Clover/Wildflowers, 494, 109.9
Fallow/Idle Cropland, Sod/Grass Seed, 3, 0.7
Fallow/Idle Cropland, Fallow/Idle Cropland, 74424, 16551.5
Fallow/Idle Cropland, Cherries, 139, 30.9
Fallow/Idle Cropland, Peaches, 187, 41.6
Fallow/Idle Cropland, Apples, 42, 9.3
Fallow/Idle Cropland, Grapes, 416, 92.5
Fallow/Idle Cropland, Other Tree Crops, 1001, 222.6
Fallow/Idle Cropland, Almonds, 9362, 2082.1
Fallow/Idle Cropland, Walnuts, 1187, 264.0
Fallow/Idle Cropland, Open Water, 111, 24.7
Fallow/Idle Cropland, Barren, 186, 41.4
Fallow/Idle Cropland, Evergreen Forest, 1, 0.2
Fallow/Idle Cropland, Mixed Forest, 13, 2.9
Fallow/Idle Cropland, Shrubland, 765, 170.1
Fallow/Idle Cropland, Grass/Pasture, 3440, 765.0
Fallow/Idle Cropland, Woody Wetlands, 992, 220.6
Fallow/Idle Cropland, Herbaceous Wetlands, 13960, 3104.6
Fallow/Idle Cropland, Pistachios, 707, 157.2
Fallow/Idle Cropland, Triticale, 1454, 323.4
Fallow/Idle Cropland, Garlic, 6, 1.3
Fallow/Idle Cropland, Cantaloupes, 2, 0.4
Fallow/Idle Cropland, Prunes, 401, 89.2
Fallow/Idle Cropland, Olives, 697, 155.0
Fallow/Idle Cropland, Pomegranates, 2, 0.4
Fallow/Idle Cropland, Plums, 252, 56.0
Fallow/Idle Cropland, Dbl Crop WinWht/Corn, 219, 48.7
Fallow/Idle Cropland, Dbl Crop Oats/Corn, 25, 5.6
Fallow/Idle Cropland, Lettuce, 15, 3.3
Fallow/Idle Cropland, Pumpkins, 2, 0.4
Cherries, Cherries, 14533, 3232.1
Cherries, Peaches, 35, 7.8
Cherries, Grapes, 86, 19.1
Cherries, Pecans, 3, 0.7
Cherries, Almonds, 1354, 301.1
Cherries, Walnuts, 191, 42.5
Cherries, Pears, 323, 71.8
Cherries, Developed/High Intensity, 5, 1.1
Cherries, Grass/Pasture, 23, 5.1
Cherries, Woody Wetlands, 2, 0.4
Cherries, Olives, 452, 100.5
Cherries, Plums, 10, 2.2
Peaches, Winter Wheat, 12, 2.7
Peaches, Safflower, 13, 2.9
Peaches, Alfalfa, 557, 123.9
Peaches, Cherries, 4, 0.9
Peaches, Peaches, 834, 185.5
Peaches, Other Tree Crops, 46, 10.2
Peaches, Almonds, 6, 1.3
Peaches, Walnuts, 51, 11.3
Peaches, Shrubland, 1, 0.2
Peaches, Woody Wetlands, 2, 0.4
Peaches, Prunes, 15, 3.3
Peaches, Plums, 10, 2.2
Peaches, Dbl Crop WinWht/Corn, 5, 1.1
Apples, Barley, 140, 31.1
Apples, Alfalfa, 138, 30.7
Apples, Apples, 1962, 436.3
Apples, Pears, 1717, 381.9
Grapes, Cotton, 6, 1.3
Grapes, Rice, 1027, 228.4
Grapes, Winter Wheat, 1958, 435.4
Grapes, Oats, 449, 99.9
Grapes, Safflower, 23, 5.1
Grapes, Other Hay/Non Alfalfa, 46, 10.2
