From, To, Count,  Acreage
Soybeans, Developed/Low Intensity, 4, 0.9
Soybeans, Developed/Medium Intensity, 1, 0.2
Soybeans, Developed/High Intensity, 1, 0.2
Soybeans, Woody Wetlands, 15, 3.3
Soybeans, Triticale, 513, 114.1
Soybeans, Garlic, 1, 0.2
Soybeans, Dbl Crop WinWht/Corn, 1, 0.2
Sunflowers, Corn, 353, 78.5
Sunflowers, Cotton, 5, 1.1
Sunflowers, Rice, 83, 18.5
Sunflowers, Sorghum, 19, 4.2
Sunflowers, Sunflowers, 1264, 281.1
Sunflowers, Sweet Corn, 108, 24.0
Sunflowers, Pop or Orn Corn, 1, 0.2
Sunflowers, Barley, 17, 3.8
Sunflowers, Winter Wheat, 786, 174.8
Sunflowers, Rye, 8, 1.8
Sunflowers, Oats, 379, 84.3
Sunflowers, Safflower, 307, 68.3
Sunflowers, Alfalfa, 3458, 769.0
Sunflowers, Other Hay/Non Alfalfa, 188, 41.8
Sunflowers, Dry Beans, 36, 8.0
Sunflowers, Hemp, 18, 4.0
Sunflowers, Watermelons, 70, 15.6
Sunflowers, Onions, 3, 0.7
Sunflowers, Cucumbers, 44, 9.8
Sunflowers, Peas, 1, 0.2
Sunflowers, Tomatoes, 1260, 280.2
Sunflowers, Clover/Wildflowers, 2149, 477.9
Sunflowers, Fallow/Idle Cropland, 449, 99.9
Sunflowers, Cherries, 5, 1.1
Sunflowers, Peaches, 4, 0.9
Sunflowers, Grapes, 434, 96.5
Sunflowers, Almonds, 1181, 262.6
Sunflowers, Walnuts, 201, 44.7
Sunflowers, Pears, 2, 0.4
Sunflowers, Open Water, 191, 42.5
Sunflowers, Developed/Open Space, 127, 28.2
Sunflowers, Developed/Low Intensity, 89, 19.8
Sunflowers, Developed/Medium Intensity, 35, 7.8
Sunflowers, Developed/High Intensity, 25, 5.6
Sunflowers, Barren, 1, 0.2
Sunflowers, Deciduous Forest, 1, 0.2
Sunflowers, Mixed Forest, 1, 0.2
Sunflowers, Shrubland, 6, 1.3
Sunflowers, Grass/Pasture, 7, 1.6
Sunflowers, Woody Wetlands, 8, 1.8
Sunflowers, Herbaceous Wetlands, 30, 6.7
Sunflowers, Pistachios, 22, 4.9
Sunflowers, Triticale, 272, 60.5
Sunflowers, Carrots, 1, 0.2
Sunflowers, Garlic, 198, 44.0
Sunflowers, Prunes, 1, 0.2
Sunflowers, Olives, 12, 2.7
Sunflowers, Peppers, 11, 2.4
Sunflowers, Plums, 5, 1.1
Sunflowers, Squash, 4, 0.9
Sunflowers, Dbl Crop WinWht/Corn, 5, 1.1
Sunflowers, Dbl Crop Oats/Corn, 12, 2.7
Sunflowers, Dbl Crop Triticale/Corn, 2, 0.4
Sunflowers, Pumpkins, 8, 1.8
Pop or Orn Corn, Almonds, 1, 0.2
Mint, Oats, 1, 0.2
Mint, Alfalfa, 2, 0.4
Mint, Other Hay/Non Alfalfa, 1, 0.2
Mint, Almonds, 2, 0.4
Barley, Corn, 24, 5.3
Barley, Rice, 1, 0.2
Barley, Sunflowers, 28, 6.2
Barley, Sweet Corn, 21, 4.7
Barley, Pop or Orn Corn, 9, 2.0
Barley, Barley, 23, 5.1
Barley, Winter Wheat, 258, 57.4
Barley, Rye, 12, 2.7
Barley, Oats, 102, 22.7
Barley, Safflower, 23, 5.1
Barley, Alfalfa, 342, 76.1
Barley, Other Hay/Non Alfalfa, 67, 14.9
Barley, Hemp, 1, 0.2
Barley, Watermelons, 23, 5.1
Barley, Cucumbers, 104, 23.1
Barley, Peas, 8, 1.8
Barley, Tomatoes, 169, 37.6
Barley, Fallow/Idle Cropland, 55, 12.2
Barley, Cherries, 34, 7.6
Barley, Almonds, 488, 108.5
Barley, Walnuts, 10, 2.2
Barley, Open Water, 6, 1.3
Barley, Developed/Open Space, 5, 1.1
Barley, Developed/Low Intensity, 5, 1.1
Barley, Developed/Medium Intensity, 39, 8.7
Barley, Developed/High Intensity, 154, 34.2
Barley, Barren, 8, 1.8
Barley, Grass/Pasture, 44, 9.8
Barley, Herbaceous Wetlands, 20, 4.4
Barley, Pistachios, 9, 2.0
Barley, Triticale, 183, 40.7
Barley, Garlic, 41, 9.1
Barley, Prunes, 1, 0.2
Barley, Olives, 8, 1.8
Barley, Pomegranates, 1, 0.2
Barley, Dbl Crop WinWht/Corn, 1, 0.2
Barley, Dbl Crop Oats/Corn, 5, 1.1
Barley, Pumpkins, 8, 1.8
Spring Wheat, Winter Wheat, 2, 0.4
Spring Wheat, Alfalfa, 5, 1.1
Spring Wheat, Fallow/Idle Cropland, 1, 0.2
Spring Wheat, Almonds, 3, 0.7
Spring Wheat, Developed/Medium Intensity, 1, 0.2
Spring Wheat, Developed/High Intensity, 34, 7.6
Spring Wheat, Triticale, 1, 0.2
Spring Wheat, Garlic, 2, 0.4
Winter Wheat, Corn, 8742, 1944.2
Winter Wheat, Cotton, 30, 6.7
Winter Wheat, Rice, 1426, 317.1
Winter Wheat, Sorghum, 46, 10.2
Winter Wheat, Sunflowers, 935, 207.9
Winter Wheat, Sweet Corn, 510, 113.4
Winter Wheat, Pop or Orn Corn, 6, 1.3
Winter Wheat, Barley, 720, 160.1
Winter Wheat, Spring Wheat, 1, 0.2
Winter Wheat, Winter Wheat, 25325, 5632.1
Winter Wheat, Rye, 863, 191.9
Winter Wheat, Oats, 3762, 836.6
Winter Wheat, Safflower, 5067, 1126.9
Winter Wheat, Alfalfa, 22166, 4929.6
Winter Wheat, Other Hay/Non Alfalfa, 3243, 721.2
Winter Wheat, Dry Beans, 61, 13.6
Winter Wheat, Hemp, 232, 51.6
Winter Wheat, Watermelons, 497, 110.5
Winter Wheat, Onions, 289, 64.3
Winter Wheat, Cucumbers, 1338, 297.6
Winter Wheat, Chick Peas, 1, 0.2
Winter Wheat, Peas, 9, 2.0
Winter Wheat, Tomatoes, 11879, 2641.8
Winter Wheat, Herbs, 7, 1.6
Winter Wheat, Clover/Wildflowers, 86, 19.1
Winter Wheat, Sod/Grass Seed, 2, 0.4
Winter Wheat, Fallow/Idle Cropland, 4416, 982.1
Winter Wheat, Cherries, 662, 147.2
Winter Wheat, Peaches, 9, 2.0
Winter Wheat, Apples, 1, 0.2
Winter Wheat, Grapes, 402, 89.4
Winter Wheat, Other Tree Crops, 13, 2.9
Winter Wheat, Almonds, 13527, 3008.3
Winter Wheat, Walnuts, 963, 214.2
Winter Wheat, Pears, 4, 0.9
Winter Wheat, Open Water, 23, 5.1
Winter Wheat, Developed/Open Space, 552, 122.8
Winter Wheat, Developed/Low Intensity, 598, 133.0
Winter Wheat, Developed/Medium Intensity, 494, 109.9
Winter Wheat, Developed/High Intensity, 265, 58.9
Winter Wheat, Barren, 55, 12.2
Winter Wheat, Shrubland, 45, 10.0
Winter Wheat, Grass/Pasture, 496, 110.3
Winter Wheat, Woody Wetlands, 21, 4.7
Winter Wheat, Herbaceous Wetlands, 280, 62.3
Winter Wheat, Pistachios, 221, 49.1
Winter Wheat, Triticale, 5567, 1238.1
Winter Wheat, Garlic, 1950, 433.7
Winter Wheat, Cantaloupes, 6, 1.3
Winter Wheat, Prunes, 3, 0.7
Winter Wheat, Olives, 1654, 367.8
Winter Wheat, Peppers, 1, 0.2
Winter Wheat, Plums, 28, 6.2
Winter Wheat, Squash, 55, 12.2
Winter Wheat, Dbl Crop WinWht/Corn, 1368, 304.2
Winter Wheat, Dbl Crop Oats/Corn, 243, 54.0
Winter Wheat, Lettuce, 4, 0.9
Winter Wheat, Dbl Crop Triticale/Corn, 13, 2.9
Winter Wheat, Pumpkins, 471, 104.7
Winter Wheat, Dbl Crop Barley/Corn, 19, 4.2
Rye, Corn, 12, 2.7
Rye, Sweet Corn, 3, 0.7
Rye, Barley, 2, 0.4
Rye, Winter Wheat, 89, 19.8
Rye, Rye, 2, 0.4
Rye, Oats, 34, 7.6
Rye, Safflower, 6, 1.3
Rye, Alfalfa, 25, 5.6
Rye, Other Hay/Non Alfalfa, 25, 5.6
Rye, Dry Beans, 1, 0.2
Rye, Cucumbers, 1, 0.2
Rye, Tomatoes, 9, 2.0
Rye, Fallow/Idle Cropland, 33, 7.3
Rye, Cherries, 13, 2.9
Rye, Grapes, 1, 0.2
Rye, Almonds, 359, 79.8
Rye, Walnuts, 2, 0.4
Rye, Developed/Open Space, 6, 1.3
Rye, Developed/Low Intensity, 8, 1.8
Rye, Developed/Medium Intensity, 4, 0.9
Rye, Developed/High Intensity, 11, 2.4
Rye, Grass/Pasture, 7, 1.6
Rye, Triticale, 9, 2.0
Rye, Prunes, 1, 0.2
Rye, Squash, 1, 0.2
Rye, Dbl Crop WinWht/Corn, 3, 0.7
Rye, Dbl Crop Oats/Corn, 2, 0.4
Oats, Corn, 190, 42.3
Oats, Rice, 7, 1.6
Oats, Sorghum, 3, 0.7
Oats, Sunflowers, 214, 47.6
Oats, Sweet Corn, 40, 8.9
Oats, Barley, 16, 3.6
Oats, Winter Wheat, 1792, 398.5
Oats, Rye, 75, 16.7
Oats, Oats, 1926, 428.3
Oats, Safflower, 133, 29.6
Oats, Alfalfa, 2420, 538.2
Oats, Other Hay/Non Alfalfa, 268, 59.6
Oats, Dry Beans, 3, 0.7
Oats, Hemp, 13, 2.9
Oats, Watermelons, 18, 4.0
Oats, Onions, 2, 0.4
Oats, Cucumbers, 35, 7.8
Oats, Tomatoes, 178, 39.6
Oats, Herbs, 1, 0.2
Oats, Clover/Wildflowers, 2, 0.4
Oats, Fallow/Idle Cropland, 764, 169.9
Oats, Cherries, 47, 10.5
Oats, Grapes, 65, 14.5
Oats, Almonds, 762, 169.5
Oats, Walnuts, 31, 6.9
Oats, Pears, 2, 0.4
Oats, Open Water, 16, 3.6
Oats, Developed/Open Space, 39, 8.7
Oats, Developed/Low Intensity, 53, 11.8
Oats, Developed/Medium Intensity, 108, 24.0
Oats, Developed/High Intensity, 34, 7.6
Oats, Barren, 5, 1.1
Oats, Shrubland, 2, 0.4
Oats, Grass/Pasture, 57, 12.7
Oats, Woody Wetlands, 1, 0.2
Oats, Herbaceous Wetlands, 8, 1.8
Oats, Pistachios, 12, 2.7
Oats, Triticale, 1105, 245.7
Oats, Garlic, 10, 2.2
Oats, Cantaloupes, 13, 2.9
Oats, Olives, 766, 170.4
Oats, Plums, 9, 2.0
Oats, Squash, 5, 1.1
Oats, Dbl Crop WinWht/Corn, 136, 30.2
Oats, Dbl Crop Oats/Corn, 157, 34.9
Oats, Lettuce, 3, 0.7
Oats, Dbl Crop Triticale/Corn, 21, 4.7
Oats, Pumpkins, 8, 1.8
Millet, Rice, 1, 0.2
Safflower, Corn, 7985, 1775.8
Safflower, Cotton, 41, 9.1
Safflower, Rice, 424, 94.3
Safflower, Sorghum, 35, 7.8
Safflower, Sunflowers, 1207, 268.4
Safflower, Sweet Corn, 787, 175.0
Safflower, Pop or Orn Corn, 31, 6.9
Safflower, Barley, 1570, 349.2
Safflower, Winter Wheat, 11186, 2487.7
Safflower, Rye, 115, 25.6
Safflower, Oats, 1096, 243.7
Safflower, Safflower, 12628, 2808.4
Safflower, Alfalfa, 21581, 4799.5
Safflower, Other Hay/Non Alfalfa, 1370, 304.7
Safflower, Dry Beans, 289, 64.3
Safflower, Hemp, 223, 49.6
Safflower, Sweet Potatoes, 1, 0.2
Safflower, Watermelons, 756, 168.1
Safflower, Onions, 22, 4.9
Safflower, Cucumbers, 1584, 352.3
Safflower, Chick Peas, 3, 0.7
Safflower, Peas, 5, 1.1
Safflower, Tomatoes, 8122, 1806.3
Safflower, Herbs, 10, 2.2
Safflower, Clover/Wildflowers, 82, 18.2
Safflower, Sod/Grass Seed, 5, 1.1
Safflower, Fallow/Idle Cropland, 3808, 846.9
Safflower, Cherries, 540, 120.1
Safflower, Peaches, 18, 4.0
Safflower, Apples, 3, 0.7
Safflower, Grapes, 1269, 282.2
Safflower, Other Tree Crops, 105, 23.4
Safflower, Citrus, 1, 0.2
Safflower, Almonds, 11374, 2529.5
Safflower, Walnuts, 764, 169.9
Safflower, Pears, 134, 29.8
Safflower, Open Water, 38, 8.5
Safflower, Developed/Open Space, 791, 175.9
Safflower, Developed/Low Intensity, 1052, 234.0
Safflower, Developed/Medium Intensity, 554, 123.2
Safflower, Developed/High Intensity, 241, 53.6
Safflower, Barren, 17, 3.8
Safflower, Deciduous Forest, 2, 0.4
Safflower, Evergreen Forest, 1, 0.2
Safflower, Mixed Forest, 2, 0.4
Safflower, Shrubland, 31, 6.9
Safflower, Grass/Pasture, 280, 62.3
Safflower, Woody Wetlands, 77, 17.1
Safflower, Herbaceous Wetlands, 195, 43.4
Safflower, Pistachios, 93, 20.7
Safflower, Triticale, 5358, 1191.6
Safflower, Carrots, 1, 0.2
Safflower, Garlic, 763, 169.7
Safflower, Cantaloupes, 6, 1.3
Safflower, Prunes, 11, 2.4
Safflower, Olives, 1839, 409.0
Safflower, Peppers, 3, 0.7
Safflower, Plums, 36, 8.0
Safflower, Strawberries, 4, 0.9
Safflower, Squash, 62, 13.8
Safflower, Dbl Crop WinWht/Corn, 201, 44.7
Safflower, Dbl Crop Oats/Corn, 221, 49.1
Safflower, Lettuce, 67, 14.9
Safflower, Dbl Crop Triticale/Corn, 54, 12.0
Safflower, Pumpkins, 119, 26.5
Safflower, Dbl Crop WinWht/Sorghum, 1, 0.2
Safflower, Dbl Crop Barley/Corn, 4, 0.9
Alfalfa, Corn, 13812, 3071.7
Alfalfa, Cotton, 51, 11.3
Alfalfa, Rice, 4543, 1010.3
Alfalfa, Sorghum, 47, 10.5
Alfalfa, Sunflowers, 4650, 1034.1
Alfalfa, Sweet Corn, 910, 202.4
Alfalfa, Pop or Orn Corn, 9, 2.0
Alfalfa, Barley, 285, 63.4
Alfalfa, Winter Wheat, 28580, 6356.0
Alfalfa, Rye, 613, 136.3
Alfalfa, Oats, 8998, 2001.1
Alfalfa, Safflower, 11321, 2517.7
Alfalfa, Alfalfa, 202840, 45110.5
Alfalfa, Other Hay/Non Alfalfa, 19500, 4336.7
Alfalfa, Dry Beans, 180, 40.0
Alfalfa, Hemp, 657, 146.1
Alfalfa, Watermelons, 2029, 451.2
Alfalfa, Onions, 116, 25.8
Alfalfa, Cucumbers, 1831, 407.2
Alfalfa, Chick Peas, 2, 0.4
Alfalfa, Peas, 121, 26.9
Alfalfa, Tomatoes, 27613, 6141.0
Alfalfa, Herbs, 5, 1.1
Alfalfa, Clover/Wildflowers, 1752, 389.6
Alfalfa, Sod/Grass Seed, 22, 4.9
Alfalfa, Fallow/Idle Cropland, 9195, 2044.9
Alfalfa, Cherries, 1665, 370.3
Alfalfa, Peaches, 86, 19.1
Alfalfa, Apples, 2, 0.4
Alfalfa, Grapes, 3380, 751.7
Alfalfa, Other Tree Crops, 67, 14.9
Alfalfa, Citrus, 6, 1.3
Alfalfa, Pecans, 8, 1.8
Alfalfa, Almonds, 27723, 6165.4
Alfalfa, Walnuts, 1638, 364.3
Alfalfa, Pears, 194, 43.1
Alfalfa, Open Water, 514, 114.3
Alfalfa, Developed/Open Space, 2763, 614.5
Alfalfa, Developed/Low Intensity, 1905, 423.7
Alfalfa, Developed/Medium Intensity, 349, 77.6
Alfalfa, Developed/High Intensity, 21, 4.7
Alfalfa, Barren, 22, 4.9
Alfalfa, Deciduous Forest, 1, 0.2
Alfalfa, Evergreen Forest, 2, 0.4
Alfalfa, Mixed Forest, 6, 1.3
Alfalfa, Shrubland, 75, 16.7
Alfalfa, Grass/Pasture, 601, 133.7
Alfalfa, Woody Wetlands, 546, 121.4
Alfalfa, Herbaceous Wetlands, 285, 63.4
Alfalfa, Pistachios, 170, 37.8
Alfalfa, Triticale, 5909, 1314.1
Alfalfa, Carrots, 1, 0.2
Alfalfa, Garlic, 2583, 574.4
Alfalfa, Cantaloupes, 13, 2.9
Alfalfa, Prunes, 28, 6.2
Alfalfa, Olives, 3760, 836.2
Alfalfa, Peppers, 53, 11.8
Alfalfa, Plums, 76, 16.9
Alfalfa, Strawberries, 46, 10.2
Alfalfa, Squash, 144, 32.0
Alfalfa, Dbl Crop WinWht/Corn, 6776, 1506.9
Alfalfa, Dbl Crop Oats/Corn, 3871, 860.9
Alfalfa, Lettuce, 3, 0.7
Alfalfa, Dbl Crop Triticale/Corn, 40, 8.9
Alfalfa, Pumpkins, 1230, 273.5
Alfalfa, Dbl Crop Barley/Corn, 315, 70.1
Alfalfa, Dbl Crop WinWht/Cotton, 2, 0.4
Other Hay/Non Alfalfa, Corn, 1923, 427.7
Other Hay/Non Alfalfa, Cotton, 29, 6.4
Other Hay/Non Alfalfa, Rice, 526, 117.0
Other Hay/Non Alfalfa, Sorghum, 304, 67.6
Other Hay/Non Alfalfa, Sunflowers, 1399, 311.1
Other Hay/Non Alfalfa, Sweet Corn, 312, 69.4
Other Hay/Non Alfalfa, Barley, 929, 206.6
Other Hay/Non Alfalfa, Durum Wheat, 1, 0.2
Other Hay/Non Alfalfa, Spring Wheat, 1, 0.2
Other Hay/Non Alfalfa, Winter Wheat, 12892, 2867.1
Other Hay/Non Alfalfa, Rye, 2064, 459.0
Other Hay/Non Alfalfa, Oats, 8408, 1869.9
Other Hay/Non Alfalfa, Safflower, 1961, 436.1
Other Hay/Non Alfalfa, Alfalfa, 25724, 5720.9
Other Hay/Non Alfalfa, Other Hay/Non Alfalfa, 48759, 10843.7
Other Hay/Non Alfalfa, Dry Beans, 107, 23.8
Other Hay/Non Alfalfa, Hemp, 779, 173.2
Other Hay/Non Alfalfa, Watermelons, 216, 48.0
Other Hay/Non Alfalfa, Onions, 44, 9.8
Other Hay/Non Alfalfa, Cucumbers, 264, 58.7
Other Hay/Non Alfalfa, Chick Peas, 2, 0.4
Other Hay/Non Alfalfa, Peas, 12, 2.7
Other Hay/Non Alfalfa, Tomatoes, 3316, 737.5
Other Hay/Non Alfalfa, Herbs, 4, 0.9
Other Hay/Non Alfalfa, Clover/Wildflowers, 6529, 1452.0
Other Hay/Non Alfalfa, Sod/Grass Seed, 24, 5.3
Other Hay/Non Alfalfa, Fallow/Idle Cropland, 5785, 1286.6
Other Hay/Non Alfalfa, Cherries, 1531, 340.5
Other Hay/Non Alfalfa, Peaches, 39, 8.7
Other Hay/Non Alfalfa, Apples, 10, 2.2
Other Hay/Non Alfalfa, Grapes, 1059, 235.5
Other Hay/Non Alfalfa, Other Tree Crops, 14, 3.1
Other Hay/Non Alfalfa, Pecans, 2, 0.4
