From, To, Count,  Acreage
Sunflowers, Tomatoes, 1386, 308.2
Sunflowers, Herbs, 1, 0.2
Sunflowers, Clover/Wildflowers, 423, 94.1
Sunflowers, Sod/Grass Seed, 85, 18.9
Sunflowers, Fallow/Idle Cropland, 1165, 259.1
Sunflowers, Peaches, 3, 0.7
Sunflowers, Grapes, 44, 9.8
Sunflowers, Other Tree Crops, 39, 8.7
Sunflowers, Almonds, 16, 3.6
Sunflowers, Walnuts, 7, 1.6
Sunflowers, Pears, 5, 1.1
Sunflowers, Open Water, 2, 0.4
Sunflowers, Developed/Open Space, 269, 59.8
Sunflowers, Developed/Low Intensity, 55, 12.2
Sunflowers, Developed/High Intensity, 2, 0.4
Sunflowers, Barren, 1, 0.2
Sunflowers, Grass/Pasture, 35, 7.8
Sunflowers, Woody Wetlands, 1, 0.2
Sunflowers, Herbaceous Wetlands, 11, 2.4
Sunflowers, Triticale, 556, 123.7
Sunflowers, Carrots, 25, 5.6
Sunflowers, Garlic, 131, 29.1
Sunflowers, Olives, 2, 0.4
Sunflowers, Oranges, 30, 6.7
Sunflowers, Honeydew Melons, 3, 0.7
Sunflowers, Peppers, 5, 1.1
Sunflowers, Plums, 8, 1.8
Sunflowers, Squash, 4, 0.9
Sunflowers, Vetch, 19, 4.2
Sunflowers, Dbl Crop WinWht/Corn, 37, 8.2
Sunflowers, Dbl Crop Oats/Corn, 13, 2.9
Sunflowers, Pumpkins, 6, 1.3
Sunflowers, Dbl Crop WinWht/Sorghum, 2, 0.4
Sweet Corn, Corn, 1951, 433.9
Sweet Corn, Rice, 8, 1.8
Sweet Corn, Sorghum, 56, 12.5
Sweet Corn, Soybeans, 1, 0.2
Sweet Corn, Sunflowers, 108, 24.0
Sweet Corn, Barley, 21, 4.7
Sweet Corn, Winter Wheat, 510, 113.4
Sweet Corn, Rye, 3, 0.7
Sweet Corn, Oats, 40, 8.9
Sweet Corn, Safflower, 787, 175.0
Sweet Corn, Alfalfa, 910, 202.4
Sweet Corn, Other Hay/Non Alfalfa, 312, 69.4
Sweet Corn, Dry Beans, 1392, 309.6
Sweet Corn, Potatoes, 11, 2.4
Sweet Corn, Watermelons, 8, 1.8
Sweet Corn, Onions, 14, 3.1
Sweet Corn, Cucumbers, 13, 2.9
Sweet Corn, Peas, 74, 16.5
Sweet Corn, Tomatoes, 836, 185.9
Sweet Corn, Herbs, 1, 0.2
Sweet Corn, Clover/Wildflowers, 6, 1.3
Sweet Corn, Sod/Grass Seed, 9, 2.0
Sweet Corn, Fallow/Idle Cropland, 562, 125.0
Sweet Corn, Cherries, 13, 2.9
Sweet Corn, Peaches, 1, 0.2
Sweet Corn, Grapes, 2, 0.4
Sweet Corn, Other Tree Crops, 26, 5.8
Sweet Corn, Pecans, 3, 0.7
Sweet Corn, Almonds, 205, 45.6
Sweet Corn, Walnuts, 18, 4.0
Sweet Corn, Pears, 1, 0.2
Sweet Corn, Developed/Open Space, 86, 19.1
Sweet Corn, Developed/Low Intensity, 6, 1.3
Sweet Corn, Developed/High Intensity, 1, 0.2
Sweet Corn, Shrubland, 1, 0.2
Sweet Corn, Grass/Pasture, 18, 4.0
Sweet Corn, Herbaceous Wetlands, 3, 0.7
Sweet Corn, Triticale, 166, 36.9
Sweet Corn, Carrots, 24, 5.3
Sweet Corn, Garlic, 9, 2.0
Sweet Corn, Cantaloupes, 7, 1.6
Sweet Corn, Olives, 10, 2.2
Sweet Corn, Oranges, 2, 0.4
Sweet Corn, Plums, 7, 1.6
Sweet Corn, Squash, 1, 0.2
Sweet Corn, Dbl Crop WinWht/Corn, 79, 17.6
Sweet Corn, Dbl Crop Oats/Corn, 245, 54.5
Sweet Corn, Pumpkins, 42, 9.3
Pop or Orn Corn, Corn, 19, 4.2
Pop or Orn Corn, Sorghum, 1, 0.2
Pop or Orn Corn, Sunflowers, 1, 0.2
Pop or Orn Corn, Barley, 9, 2.0
Pop or Orn Corn, Winter Wheat, 6, 1.3
Pop or Orn Corn, Safflower, 31, 6.9
Pop or Orn Corn, Alfalfa, 9, 2.0
Pop or Orn Corn, Dry Beans, 4, 0.9
Pop or Orn Corn, Onions, 1, 0.2
Pop or Orn Corn, Cucumbers, 1, 0.2
Pop or Orn Corn, Tomatoes, 18, 4.0
Pop or Orn Corn, Herbs, 1, 0.2
Pop or Orn Corn, Fallow/Idle Cropland, 13, 2.9
Pop or Orn Corn, Grapes, 2, 0.4
Pop or Orn Corn, Developed/Open Space, 5, 1.1
Pop or Orn Corn, Developed/Low Intensity, 1, 0.2
Pop or Orn Corn, Developed/Medium Intensity, 1, 0.2
Pop or Orn Corn, Grass/Pasture, 1, 0.2
Pop or Orn Corn, Herbaceous Wetlands, 8, 1.8
Pop or Orn Corn, Triticale, 19, 4.2
Pop or Orn Corn, Garlic, 1, 0.2
Pop or Orn Corn, Dbl Crop WinWht/Corn, 1, 0.2
Barley, Corn, 1613, 358.7
Barley, Cotton, 3, 0.7
Barley, Rice, 12, 2.7
Barley, Sorghum, 262, 58.3
Barley, Sunflowers, 17, 3.8
Barley, Barley, 23, 5.1
Barley, Winter Wheat, 720, 160.1
Barley, Rye, 2, 0.4
Barley, Oats, 16, 3.6
Barley, Safflower, 1570, 349.2
Barley, Alfalfa, 285, 63.4
Barley, Other Hay/Non Alfalfa, 929, 206.6
Barley, Dry Beans, 75, 16.7
Barley, Watermelons, 3, 0.7
Barley, Cucumbers, 35, 7.8
Barley, Peas, 1, 0.2
Barley, Tomatoes, 149, 33.1
Barley, Herbs, 1, 0.2
Barley, Clover/Wildflowers, 114, 25.4
Barley, Sod/Grass Seed, 3, 0.7
Barley, Fallow/Idle Cropland, 1339, 297.8
Barley, Apples, 140, 31.1
Barley, Grapes, 15, 3.3
Barley, Other Tree Crops, 1, 0.2
Barley, Pecans, 3, 0.7
Barley, Almonds, 6, 1.3
Barley, Walnuts, 2, 0.4
Barley, Developed/Open Space, 137, 30.5
Barley, Developed/Low Intensity, 21, 4.7
Barley, Developed/Medium Intensity, 1, 0.2
Barley, Developed/High Intensity, 1, 0.2
Barley, Shrubland, 1, 0.2
Barley, Grass/Pasture, 1086, 241.5
Barley, Herbaceous Wetlands, 23, 5.1
Barley, Triticale, 592, 131.7
Barley, Carrots, 1, 0.2
Barley, Garlic, 19, 4.2
Barley, Oranges, 7, 1.6
Barley, Squash, 1, 0.2
Barley, Vetch, 4, 0.9
Barley, Dbl Crop WinWht/Corn, 19, 4.2
Barley, Dbl Crop Oats/Corn, 27, 6.0
Barley, Pumpkins, 1, 0.2
Barley, Dbl Crop WinWht/Sorghum, 1, 0.2
Durum Wheat, Other Hay/Non Alfalfa, 1, 0.2
Durum Wheat, Grass/Pasture, 2, 0.4
Spring Wheat, Winter Wheat, 1, 0.2
Spring Wheat, Other Hay/Non Alfalfa, 1, 0.2
Spring Wheat, Fallow/Idle Cropland, 1, 0.2
Winter Wheat, Corn, 36620, 8144.1
Winter Wheat, Cotton, 24, 5.3
Winter Wheat, Rice, 136, 30.2
Winter Wheat, Sorghum, 2248, 499.9
Winter Wheat, Soybeans, 44, 9.8
Winter Wheat, Sunflowers, 786, 174.8
Winter Wheat, Barley, 258, 57.4
Winter Wheat, Spring Wheat, 2, 0.4
Winter Wheat, Winter Wheat, 25325, 5632.1
Winter Wheat, Rye, 89, 19.8
Winter Wheat, Oats, 1792, 398.5
Winter Wheat, Safflower, 11186, 2487.7
Winter Wheat, Alfalfa, 28580, 6356.0
Winter Wheat, Other Hay/Non Alfalfa, 12892, 2867.1
Winter Wheat, Dry Beans, 2730, 607.1
Winter Wheat, Potatoes, 4, 0.9
Winter Wheat, Hemp, 12, 2.7
Winter Wheat, Watermelons, 90, 20.0
Winter Wheat, Onions, 100, 22.2
Winter Wheat, Cucumbers, 881, 195.9
Winter Wheat, Peas, 65, 14.5
Winter Wheat, Tomatoes, 12058, 2681.6
Winter Wheat, Herbs, 10, 2.2
Winter Wheat, Clover/Wildflowers, 1226, 272.7
Winter Wheat, Sod/Grass Seed, 338, 75.2
Winter Wheat, Fallow/Idle Cropland, 22872, 5086.6
Winter Wheat, Cherries, 13, 2.9
Winter Wheat, Peaches, 93, 20.7
Winter Wheat, Grapes, 1111, 247.1
Winter Wheat, Other Tree Crops, 143, 31.8
Winter Wheat, Pecans, 1, 0.2
Winter Wheat, Almonds, 258, 57.4
Winter Wheat, Walnuts, 61, 13.6
Winter Wheat, Pears, 129, 28.7
Winter Wheat, Open Water, 67, 14.9
Winter Wheat, Developed/Open Space, 3302, 734.3
Winter Wheat, Developed/Low Intensity, 391, 87.0
Winter Wheat, Developed/Medium Intensity, 12, 2.7
Winter Wheat, Developed/High Intensity, 4, 0.9
Winter Wheat, Barren, 7, 1.6
Winter Wheat, Evergreen Forest, 7, 1.6
Winter Wheat, Mixed Forest, 1, 0.2
Winter Wheat, Shrubland, 13, 2.9
Winter Wheat, Grass/Pasture, 1467, 326.3
Winter Wheat, Woody Wetlands, 45, 10.0
Winter Wheat, Herbaceous Wetlands, 190, 42.3
Winter Wheat, Pistachios, 4, 0.9
Winter Wheat, Triticale, 6842, 1521.6
Winter Wheat, Carrots, 467, 103.9
Winter Wheat, Garlic, 1433, 318.7
Winter Wheat, Cantaloupes, 29, 6.4
Winter Wheat, Olives, 169, 37.6
Winter Wheat, Oranges, 74, 16.5
Winter Wheat, Honeydew Melons, 11, 2.4
Winter Wheat, Peppers, 9, 2.0
Winter Wheat, Plums, 32, 7.1
Winter Wheat, Strawberries, 3, 0.7
Winter Wheat, Squash, 65, 14.5
Winter Wheat, Vetch, 118, 26.2
Winter Wheat, Dbl Crop WinWht/Corn, 1813, 403.2
Winter Wheat, Dbl Crop Oats/Corn, 1788, 397.6
Winter Wheat, Pumpkins, 219, 48.7
Winter Wheat, Dbl Crop WinWht/Sorghum, 4, 0.9
Winter Wheat, Dbl Crop Barley/Corn, 1, 0.2
Rye, Corn, 157, 34.9
Rye, Cotton, 1, 0.2
Rye, Rice, 16, 3.6
Rye, Sorghum, 7, 1.6
Rye, Soybeans, 1, 0.2
Rye, Sunflowers, 8, 1.8
Rye, Barley, 12, 2.7
Rye, Winter Wheat, 863, 191.9
Rye, Rye, 2, 0.4
Rye, Oats, 75, 16.7
Rye, Safflower, 115, 25.6
Rye, Alfalfa, 613, 136.3
Rye, Other Hay/Non Alfalfa, 2064, 459.0
Rye, Dry Beans, 33, 7.3
Rye, Potatoes, 12, 2.7
Rye, Cucumbers, 19, 4.2
Rye, Peas, 1, 0.2
Rye, Tomatoes, 11, 2.4
Rye, Clover/Wildflowers, 405, 90.1
Rye, Sod/Grass Seed, 44, 9.8
Rye, Fallow/Idle Cropland, 790, 175.7
Rye, Grapes, 20, 4.4
Rye, Other Tree Crops, 1, 0.2
Rye, Almonds, 2, 0.4
Rye, Walnuts, 2, 0.4
Rye, Open Water, 2, 0.4
Rye, Developed/Open Space, 161, 35.8
Rye, Developed/Low Intensity, 11, 2.4
Rye, Developed/Medium Intensity, 1, 0.2
Rye, Barren, 1, 0.2
Rye, Evergreen Forest, 3, 0.7
Rye, Shrubland, 24, 5.3
Rye, Grass/Pasture, 936, 208.2
Rye, Herbaceous Wetlands, 97, 21.6
Rye, Triticale, 179, 39.8
Rye, Garlic, 1, 0.2
Rye, Oranges, 11, 2.4
Rye, Squash, 3, 0.7
Rye, Vetch, 152, 33.8
Rye, Dbl Crop WinWht/Corn, 14, 3.1
Rye, Dbl Crop Oats/Corn, 14, 3.1
Oats, Corn, 5925, 1317.7
Oats, Cotton, 8, 1.8
Oats, Rice, 15, 3.3
Oats, Sorghum, 116, 25.8
Oats, Soybeans, 3, 0.7
Oats, Sunflowers, 379, 84.3
Oats, Mint, 1, 0.2
Oats, Barley, 102, 22.7
Oats, Winter Wheat, 3762, 836.6
Oats, Rye, 34, 7.6
Oats, Oats, 1926, 428.3
Oats, Safflower, 1096, 243.7
Oats, Alfalfa, 8998, 2001.1
Oats, Other Hay/Non Alfalfa, 8408, 1869.9
Oats, Dry Beans, 487, 108.3
Oats, Potatoes, 9, 2.0
Oats, Hemp, 3, 0.7
Oats, Watermelons, 46, 10.2
Oats, Onions, 7, 1.6
Oats, Cucumbers, 99, 22.0
Oats, Peas, 1, 0.2
Oats, Tomatoes, 808, 179.7
Oats, Clover/Wildflowers, 203, 45.1
Oats, Sod/Grass Seed, 70, 15.6
Oats, Fallow/Idle Cropland, 7918, 1760.9
Oats, Cherries, 1, 0.2
Oats, Peaches, 13, 2.9
Oats, Grapes, 497, 110.5
Oats, Other Tree Crops, 26, 5.8
Oats, Pecans, 1, 0.2
Oats, Almonds, 126, 28.0
Oats, Walnuts, 44, 9.8
Oats, Pears, 3, 0.7
Oats, Open Water, 1, 0.2
Oats, Developed/Open Space, 1212, 269.5
Oats, Developed/Low Intensity, 181, 40.3
Oats, Developed/Medium Intensity, 1, 0.2
Oats, Developed/High Intensity, 1, 0.2
Oats, Barren, 2, 0.4
Oats, Evergreen Forest, 1, 0.2
Oats, Shrubland, 7, 1.6
Oats, Grass/Pasture, 622, 138.3
Oats, Woody Wetlands, 1, 0.2
Oats, Herbaceous Wetlands, 60, 13.3
Oats, Pistachios, 3, 0.7
Oats, Triticale, 601, 133.7
Oats, Carrots, 32, 7.1
Oats, Garlic, 28, 6.2
Oats, Cantaloupes, 4, 0.9
Oats, Olives, 20, 4.4
Oats, Oranges, 22, 4.9
Oats, Peppers, 2, 0.4
Oats, Plums, 20, 4.4
Oats, Strawberries, 11, 2.4
Oats, Squash, 11, 2.4
Oats, Vetch, 11, 2.4
Oats, Dbl Crop WinWht/Corn, 1992, 443.0
Oats, Dbl Crop Oats/Corn, 2490, 553.8
Oats, Pumpkins, 16, 3.6
Safflower, Corn, 19452, 4326.0
Safflower, Cotton, 8, 1.8
Safflower, Rice, 104, 23.1
Safflower, Sorghum, 404, 89.8
Safflower, Soybeans, 24, 5.3
Safflower, Sunflowers, 307, 68.3
Safflower, Barley, 23, 5.1
Safflower, Winter Wheat, 5067, 1126.9
Safflower, Rye, 6, 1.3
Safflower, Oats, 133, 29.6
Safflower, Safflower, 12628, 2808.4
Safflower, Alfalfa, 11321, 2517.7
Safflower, Other Hay/Non Alfalfa, 1961, 436.1
Safflower, Dry Beans, 700, 155.7
Safflower, Potatoes, 1, 0.2
Safflower, Hemp, 9, 2.0
Safflower, Watermelons, 32, 7.1
Safflower, Onions, 14, 3.1
Safflower, Cucumbers, 722, 160.6
Safflower, Peas, 6, 1.3
Safflower, Tomatoes, 1682, 374.1
Safflower, Herbs, 10, 2.2
Safflower, Clover/Wildflowers, 1694, 376.7
Safflower, Sod/Grass Seed, 57, 12.7
Safflower, Fallow/Idle Cropland, 4674, 1039.5
Safflower, Cherries, 1, 0.2
Safflower, Peaches, 7, 1.6
Safflower, Grapes, 334, 74.3
Safflower, Other Tree Crops, 55, 12.2
Safflower, Pecans, 1, 0.2
Safflower, Almonds, 51, 11.3
Safflower, Walnuts, 12, 2.7
Safflower, Pears, 15, 3.3
Safflower, Open Water, 17, 3.8
Safflower, Developed/Open Space, 885, 196.8
Safflower, Developed/Low Intensity, 127, 28.2
Safflower, Developed/Medium Intensity, 5, 1.1
Safflower, Developed/High Intensity, 1, 0.2
Safflower, Barren, 1, 0.2
Safflower, Deciduous Forest, 1, 0.2
Safflower, Grass/Pasture, 192, 42.7
Safflower, Herbaceous Wetlands, 82, 18.2
Safflower, Pistachios, 1, 0.2
Safflower, Triticale, 4359, 969.4
Safflower, Carrots, 20, 4.4
Safflower, Garlic, 137, 30.5
Safflower, Olives, 17, 3.8
Safflower, Oranges, 117, 26.0
Safflower, Honeydew Melons, 6, 1.3
Safflower, Peppers, 1, 0.2
Safflower, Plums, 23, 5.1
Safflower, Squash, 43, 9.6
Safflower, Vetch, 149, 33.1
Safflower, Dbl Crop WinWht/Corn, 79, 17.6
Safflower, Dbl Crop Oats/Corn, 85, 18.9
Safflower, Pumpkins, 35, 7.8
Safflower, Dbl Crop WinWht/Sorghum, 6, 1.3
Alfalfa, Corn, 52358, 11644.1
Alfalfa, Cotton, 139, 30.9
Alfalfa, Rice, 526, 117.0
Alfalfa, Sorghum, 1541, 342.7
Alfalfa, Soybeans, 1018, 226.4
Alfalfa, Sunflowers, 3458, 769.0
Alfalfa, Mint, 2, 0.4
Alfalfa, Barley, 342, 76.1
Alfalfa, Spring Wheat, 5, 1.1
Alfalfa, Winter Wheat, 22166, 4929.6
Alfalfa, Rye, 25, 5.6
Alfalfa, Oats, 2420, 538.2
Alfalfa, Safflower, 21581, 4799.5
Alfalfa, Alfalfa, 202840, 45110.5
Alfalfa, Other Hay/Non Alfalfa, 25724, 5720.9
Alfalfa, Dry Beans, 5637, 1253.6
Alfalfa, Potatoes, 34, 7.6
Alfalfa, Hemp, 143, 31.8
Alfalfa, Watermelons, 375, 83.4
Alfalfa, Onions, 61, 13.6
Alfalfa, Cucumbers, 3436, 764.1
Alfalfa, Peas, 1012, 225.1
Alfalfa, Tomatoes, 21419, 4763.5
Alfalfa, Herbs, 4, 0.9
Alfalfa, Clover/Wildflowers, 3541, 787.5
Alfalfa, Sod/Grass Seed, 2151, 478.4
Alfalfa, Fallow/Idle Cropland, 21494, 4780.2
Alfalfa, Cherries, 5, 1.1
Alfalfa, Peaches, 65, 14.5
Alfalfa, Apples, 137, 30.5
Alfalfa, Grapes, 614, 136.6
Alfalfa, Other Tree Crops, 631, 140.3
Alfalfa, Pecans, 2, 0.4
Alfalfa, Almonds, 603, 134.1
Alfalfa, Walnuts, 196, 43.6
Alfalfa, Pears, 60, 13.3
Alfalfa, Open Water, 205, 45.6
Alfalfa, Developed/Open Space, 4072, 905.6
Alfalfa, Developed/Low Intensity, 498, 110.8
Alfalfa, Developed/Medium Intensity, 39, 8.7
Alfalfa, Developed/High Intensity, 2, 0.4
Alfalfa, Barren, 10, 2.2
Alfalfa, Deciduous Forest, 2, 0.4
Alfalfa, Mixed Forest, 1, 0.2
Alfalfa, Shrubland, 35, 7.8
Alfalfa, Grass/Pasture, 436, 97.0
Alfalfa, Woody Wetlands, 20, 4.4
Alfalfa, Herbaceous Wetlands, 434, 96.5
Alfalfa, Triticale, 9223, 2051.1
Alfalfa, Carrots, 1123, 249.7
Alfalfa, Garlic, 277, 61.6
Alfalfa, Cantaloupes, 182, 40.5
Alfalfa, Olives, 61, 13.6
Alfalfa, Oranges, 131, 29.1
Alfalfa, Honeydew Melons, 7, 1.6
Alfalfa, Peppers, 6, 1.3
Alfalfa, Plums, 114, 25.4
Alfalfa, Strawberries, 2, 0.4
Alfalfa, Squash, 263, 58.5
Alfalfa, Vetch, 47, 10.5
Alfalfa, Dbl Crop WinWht/Corn, 6668, 1482.9
Alfalfa, Dbl Crop Oats/Corn, 2475, 550.4
Alfalfa, Pumpkins, 543, 120.8
Alfalfa, Dbl Crop WinWht/Sorghum, 47, 10.5
Alfalfa, Dbl Crop Barley/Corn, 1, 0.2
Other Hay/Non Alfalfa, Corn, 4681, 1041.0
Other Hay/Non Alfalfa, Cotton, 43, 9.6
Other Hay/Non Alfalfa, Rice, 84, 18.7
Other Hay/Non Alfalfa, Sorghum, 258, 57.4
Other Hay/Non Alfalfa, Soybeans, 19, 4.2
Other Hay/Non Alfalfa, Sunflowers, 188, 41.8
Other Hay/Non Alfalfa, Mint, 1, 0.2
Other Hay/Non Alfalfa, Barley, 67, 14.9
Other Hay/Non Alfalfa, Winter Wheat, 3243, 721.2
Other Hay/Non Alfalfa, Rye, 25, 5.6
Other Hay/Non Alfalfa, Oats, 268, 59.6
Other Hay/Non Alfalfa, Safflower, 1370, 304.7
Other Hay/Non Alfalfa, Alfalfa, 19500, 4336.7
Other Hay/Non Alfalfa, Other Hay/Non Alfalfa, 48759, 10843.7
Other Hay/Non Alfalfa, Dry Beans, 553, 123.0
Other Hay/Non Alfalfa, Potatoes, 2, 0.4
Other Hay/Non Alfalfa, Hemp, 7, 1.6
Other Hay/Non Alfalfa, Watermelons, 21, 4.7
Other Hay/Non Alfalfa, Onions, 14, 3.1
Other Hay/Non Alfalfa, Cucumbers, 159, 35.4
Other Hay/Non Alfalfa, Peas, 34, 7.6
Other Hay/Non Alfalfa, Tomatoes, 921, 204.8
