From, To, Count,  Acreage
Barley, Walnuts, 1, 0.2
Barley, Shrubland, 1, 0.2
Barley, Grass/Pasture, 83, 18.5
Barley, Triticale, 46, 10.2
Barley, Plums, 1, 0.2
Barley, Dbl Crop Barley/Corn, 246, 54.7
Durum Wheat, Cotton, 1, 0.2
Spring Wheat, Tomatoes, 3, 0.7
Spring Wheat, Walnuts, 43, 9.6
Winter Wheat, Corn, 9737, 2165.5
Winter Wheat, Cotton, 8, 1.8
Winter Wheat, Rice, 392, 87.2
Winter Wheat, Sorghum, 91, 20.2
Winter Wheat, Sunflowers, 2714, 603.6
Winter Wheat, Sweet Corn, 3, 0.7
Winter Wheat, Pop or Orn Corn, 18, 4.0
Winter Wheat, Barley, 678, 150.8
Winter Wheat, Winter Wheat, 44784, 9959.7
Winter Wheat, Rye, 249, 55.4
Winter Wheat, Oats, 927, 206.2
Winter Wheat, Safflower, 13674, 3041.0
Winter Wheat, Alfalfa, 7313, 1626.4
Winter Wheat, Other Hay/Non Alfalfa, 2777, 617.6
Winter Wheat, Dry Beans, 15, 3.3
Winter Wheat, Hemp, 383, 85.2
Winter Wheat, Watermelons, 104, 23.1
Winter Wheat, Cucumbers, 472, 105.0
Winter Wheat, Tomatoes, 20579, 4576.7
Winter Wheat, Herbs, 1, 0.2
Winter Wheat, Clover/Wildflowers, 1, 0.2
Winter Wheat, Fallow/Idle Cropland, 9067, 2016.5
Winter Wheat, Cherries, 37, 8.2
Winter Wheat, Peaches, 12, 2.7
Winter Wheat, Apples, 25, 5.6
Winter Wheat, Grapes, 1348, 299.8
Winter Wheat, Other Tree Crops, 26, 5.8
Winter Wheat, Almonds, 2421, 538.4
Winter Wheat, Walnuts, 245, 54.5
Winter Wheat, Pears, 170, 37.8
Winter Wheat, Open Water, 21, 4.7
Winter Wheat, Developed/Open Space, 4, 0.9
Winter Wheat, Barren, 70, 15.6
Winter Wheat, Evergreen Forest, 1, 0.2
Winter Wheat, Grass/Pasture, 636, 141.4
Winter Wheat, Woody Wetlands, 5, 1.1
Winter Wheat, Herbaceous Wetlands, 52, 11.6
Winter Wheat, Pistachios, 75, 16.7
Winter Wheat, Triticale, 5421, 1205.6
Winter Wheat, Garlic, 1366, 303.8
Winter Wheat, Prunes, 3, 0.7
Winter Wheat, Olives, 217, 48.3
Winter Wheat, Plums, 44, 9.8
Winter Wheat, Dbl Crop WinWht/Corn, 1028, 228.6
Winter Wheat, Dbl Crop Oats/Corn, 210, 46.7
Winter Wheat, Pumpkins, 295, 65.6
Winter Wheat, Dbl Crop WinWht/Sorghum, 3, 0.7
Winter Wheat, Dbl Crop Barley/Corn, 263, 58.5
Rye, Corn, 53, 11.8
Rye, Winter Wheat, 846, 188.1
Rye, Rye, 2171, 482.8
Rye, Oats, 12, 2.7
Rye, Safflower, 35, 7.8
Rye, Alfalfa, 673, 149.7
Rye, Other Hay/Non Alfalfa, 428, 95.2
Rye, Hemp, 85, 18.9
Rye, Tomatoes, 138, 30.7
Rye, Herbaceous Wetlands, 1, 0.2
Rye, Pistachios, 14, 3.1
Oats, Corn, 611, 135.9
Oats, Barley, 91, 20.2
Oats, Winter Wheat, 1286, 286.0
Oats, Rye, 52, 11.6
Oats, Oats, 5820, 1294.3
Oats, Safflower, 28, 6.2
Oats, Alfalfa, 853, 189.7
Oats, Other Hay/Non Alfalfa, 730, 162.3
Oats, Dry Beans, 3, 0.7
Oats, Hemp, 21, 4.7
Oats, Watermelons, 47, 10.5
Oats, Tomatoes, 68, 15.1
Oats, Clover/Wildflowers, 110, 24.5
Oats, Fallow/Idle Cropland, 771, 171.5
Oats, Cherries, 3, 0.7
Oats, Grapes, 1, 0.2
Oats, Almonds, 14, 3.1
Oats, Walnuts, 1, 0.2
Oats, Developed/Open Space, 9, 2.0
Oats, Shrubland, 1, 0.2
Oats, Grass/Pasture, 98, 21.8
Oats, Herbaceous Wetlands, 1, 0.2
Oats, Pistachios, 385, 85.6
Oats, Triticale, 57, 12.7
Oats, Dbl Crop WinWht/Corn, 23, 5.1
Oats, Dbl Crop Oats/Corn, 709, 157.7
Oats, Dbl Crop Triticale/Corn, 9, 2.0
Millet, Winter Wheat, 1, 0.2
Safflower, Corn, 308, 68.5
Safflower, Rice, 13, 2.9
Safflower, Sorghum, 111, 24.7
Safflower, Sunflowers, 405, 90.1
Safflower, Barley, 645, 143.4
Safflower, Winter Wheat, 3513, 781.3
Safflower, Oats, 154, 34.2
Safflower, Safflower, 5701, 1267.9
Safflower, Alfalfa, 2000, 444.8
Safflower, Other Hay/Non Alfalfa, 397, 88.3
Safflower, Watermelons, 369, 82.1
Safflower, Cucumbers, 840, 186.8
Safflower, Tomatoes, 2381, 529.5
Safflower, Fallow/Idle Cropland, 60, 13.3
Safflower, Grapes, 77, 17.1
Safflower, Almonds, 149, 33.1
Safflower, Walnuts, 1, 0.2
Safflower, Grass/Pasture, 37, 8.2
Safflower, Herbaceous Wetlands, 1, 0.2
Safflower, Triticale, 2484, 552.4
Safflower, Prunes, 1, 0.2
Safflower, Plums, 13, 2.9
Safflower, Squash, 1, 0.2
Alfalfa, Corn, 7488, 1665.3
Alfalfa, Cotton, 3, 0.7
Alfalfa, Rice, 1790, 398.1
Alfalfa, Sunflowers, 4958, 1102.6
Alfalfa, Sweet Corn, 169, 37.6
Alfalfa, Barley, 3, 0.7
Alfalfa, Winter Wheat, 12522, 2784.8
Alfalfa, Rye, 458, 101.9
Alfalfa, Oats, 3979, 884.9
Alfalfa, Safflower, 7333, 1630.8
Alfalfa, Alfalfa, 274611, 61072.0
Alfalfa, Other Hay/Non Alfalfa, 14899, 3313.5
Alfalfa, Dry Beans, 1, 0.2
Alfalfa, Hemp, 382, 85.0
Alfalfa, Watermelons, 2, 0.4
Alfalfa, Cucumbers, 2, 0.4
Alfalfa, Tomatoes, 13699, 3046.6
Alfalfa, Herbs, 1, 0.2
Alfalfa, Clover/Wildflowers, 580, 129.0
Alfalfa, Sod/Grass Seed, 71, 15.8
Alfalfa, Fallow/Idle Cropland, 1454, 323.4
Alfalfa, Cherries, 431, 95.9
Alfalfa, Peaches, 2, 0.4
Alfalfa, Grapes, 2698, 600.0
Alfalfa, Other Tree Crops, 17, 3.8
Alfalfa, Almonds, 5655, 1257.6
Alfalfa, Walnuts, 308, 68.5
Alfalfa, Pears, 379, 84.3
Alfalfa, Open Water, 7, 1.6
Alfalfa, Developed/Open Space, 9, 2.0
Alfalfa, Developed/Low Intensity, 7, 1.6
Alfalfa, Developed/Medium Intensity, 2, 0.4
Alfalfa, Barren, 13, 2.9
Alfalfa, Shrubland, 8, 1.8
Alfalfa, Grass/Pasture, 98, 21.8
Alfalfa, Woody Wetlands, 22, 4.9
Alfalfa, Herbaceous Wetlands, 86, 19.1
Alfalfa, Triticale, 4264, 948.3
Alfalfa, Garlic, 42, 9.3
Alfalfa, Prunes, 4, 0.9
Alfalfa, Olives, 1044, 232.2
Alfalfa, Plums, 55, 12.2
Alfalfa, Strawberries, 1, 0.2
Alfalfa, Dbl Crop WinWht/Corn, 795, 176.8
Alfalfa, Dbl Crop Oats/Corn, 1582, 351.8
Alfalfa, Dbl Crop Triticale/Corn, 5, 1.1
Alfalfa, Pumpkins, 180, 40.0
Alfalfa, Dbl Crop Barley/Corn, 124, 27.6
Other Hay/Non Alfalfa, Corn, 141, 31.4
Other Hay/Non Alfalfa, Rice, 81, 18.0
Other Hay/Non Alfalfa, Sunflowers, 2074, 461.2
Other Hay/Non Alfalfa, Barley, 6, 1.3
Other Hay/Non Alfalfa, Durum Wheat, 1, 0.2
Other Hay/Non Alfalfa, Winter Wheat, 2548, 566.7
Other Hay/Non Alfalfa, Rye, 730, 162.3
Other Hay/Non Alfalfa, Oats, 867, 192.8
Other Hay/Non Alfalfa, Safflower, 14, 3.1
Other Hay/Non Alfalfa, Alfalfa, 1610, 358.1
Other Hay/Non Alfalfa, Other Hay/Non Alfalfa, 38912, 8653.8
Other Hay/Non Alfalfa, Dry Beans, 33, 7.3
Other Hay/Non Alfalfa, Hemp, 107, 23.8
Other Hay/Non Alfalfa, Tomatoes, 672, 149.4
Other Hay/Non Alfalfa, Clover/Wildflowers, 1428, 317.6
Other Hay/Non Alfalfa, Fallow/Idle Cropland, 2182, 485.3
Other Hay/Non Alfalfa, Cherries, 44, 9.8
Other Hay/Non Alfalfa, Grapes, 8, 1.8
Other Hay/Non Alfalfa, Almonds, 795, 176.8
Other Hay/Non Alfalfa, Walnuts, 51, 11.3
Other Hay/Non Alfalfa, Pears, 37, 8.2
Other Hay/Non Alfalfa, Deciduous Forest, 1, 0.2
Other Hay/Non Alfalfa, Mixed Forest, 2, 0.4
Other Hay/Non Alfalfa, Grass/Pasture, 686, 152.6
Other Hay/Non Alfalfa, Woody Wetlands, 2, 0.4
Other Hay/Non Alfalfa, Herbaceous Wetlands, 149, 33.1
Other Hay/Non Alfalfa, Pistachios, 123, 27.4
Other Hay/Non Alfalfa, Triticale, 121, 26.9
Other Hay/Non Alfalfa, Garlic, 40, 8.9
Other Hay/Non Alfalfa, Prunes, 1, 0.2
Other Hay/Non Alfalfa, Olives, 931, 207.0
Other Hay/Non Alfalfa, Plums, 4, 0.9
Other Hay/Non Alfalfa, Dbl Crop WinWht/Corn, 248, 55.2
Other Hay/Non Alfalfa, Dbl Crop Oats/Corn, 123, 27.4
Other Hay/Non Alfalfa, Dbl Crop Triticale/Corn, 1, 0.2
Other Hay/Non Alfalfa, Pumpkins, 11, 2.4
Buckwheat, Corn, 1, 0.2
Dry Beans, Corn, 92, 20.5
Dry Beans, Sunflowers, 90, 20.0
Dry Beans, Sweet Corn, 26, 5.8
Dry Beans, Barley, 3, 0.7
Dry Beans, Winter Wheat, 253, 56.3
Dry Beans, Oats, 2, 0.4
Dry Beans, Safflower, 62, 13.8
Dry Beans, Alfalfa, 4, 0.9
Dry Beans, Other Hay/Non Alfalfa, 58, 12.9
Dry Beans, Dry Beans, 91, 20.2
Dry Beans, Tomatoes, 975, 216.8
Dry Beans, Fallow/Idle Cropland, 202, 44.9
Dry Beans, Cherries, 1, 0.2
Dry Beans, Almonds, 4, 0.9
Dry Beans, Triticale, 471, 104.7
Dry Beans, Pumpkins, 4, 0.9
Hemp, Corn, 82, 18.2
Hemp, Rice, 1117, 248.4
Hemp, Sunflowers, 2, 0.4
Hemp, Winter Wheat, 434, 96.5
Hemp, Hemp, 297, 66.1
Hemp, Onions, 115, 25.6
Hemp, Cucumbers, 5, 1.1
Hemp, Tomatoes, 125, 27.8
Hemp, Fallow/Idle Cropland, 163, 36.3
Misc Vegs & Fruits, Other Hay/Non Alfalfa, 243, 54.0
Watermelons, Corn, 369, 82.1
Watermelons, Cotton, 1, 0.2
Watermelons, Rice, 26, 5.8
Watermelons, Sunflowers, 167, 37.1
Watermelons, Barley, 23, 5.1
Watermelons, Winter Wheat, 139, 30.9
Watermelons, Safflower, 49, 10.9
Watermelons, Alfalfa, 356, 79.2
Watermelons, Other Hay/Non Alfalfa, 2, 0.4
Watermelons, Watermelons, 19, 4.2
Watermelons, Tomatoes, 428, 95.2
Watermelons, Fallow/Idle Cropland, 8, 1.8
Watermelons, Almonds, 133, 29.6
Watermelons, Walnuts, 72, 16.0
Watermelons, Triticale, 136, 30.2
Onions, Corn, 243, 54.0
Onions, Rice, 214, 47.6
Onions, Winter Wheat, 10, 2.2
Onions, Oats, 489, 108.8
Onions, Alfalfa, 13, 2.9
Onions, Onions, 49, 10.9
Onions, Fallow/Idle Cropland, 48, 10.7
Onions, Walnuts, 4, 0.9
Onions, Dbl Crop Oats/Corn, 176, 39.1
Onions, Lettuce, 4, 0.9
Onions, Pumpkins, 154, 34.2
Cucumbers, Corn, 1458, 324.3
Cucumbers, Sunflowers, 1, 0.2
Cucumbers, Winter Wheat, 2002, 445.2
Cucumbers, Oats, 230, 51.2
Cucumbers, Safflower, 1342, 298.5
Cucumbers, Alfalfa, 478, 106.3
Cucumbers, Other Hay/Non Alfalfa, 92, 20.5
Cucumbers, Hemp, 18, 4.0
Cucumbers, Watermelons, 1151, 256.0
Cucumbers, Cucumbers, 3581, 796.4
Cucumbers, Tomatoes, 1963, 436.6
Cucumbers, Fallow/Idle Cropland, 83, 18.5
Cucumbers, Grapes, 17, 3.8
Cucumbers, Almonds, 29, 6.4
Cucumbers, Pears, 166, 36.9
Cucumbers, Triticale, 318, 70.7
Chick Peas, Alfalfa, 3, 0.7
Peas, Corn, 538, 119.6
Peas, Barley, 56, 12.5
Peas, Winter Wheat, 330, 73.4
Peas, Safflower, 77, 17.1
Peas, Peas, 232, 51.6
Peas, Tomatoes, 564, 125.4
Peas, Fallow/Idle Cropland, 232, 51.6
Tomatoes, Corn, 9599, 2134.8
Tomatoes, Rice, 28, 6.2
Tomatoes, Sorghum, 317, 70.5
Tomatoes, Sunflowers, 2848, 633.4
Tomatoes, Sweet Corn, 301, 66.9
Tomatoes, Barley, 273, 60.7
Tomatoes, Winter Wheat, 11486, 2554.4
Tomatoes, Oats, 14, 3.1
Tomatoes, Safflower, 3017, 671.0
Tomatoes, Alfalfa, 3657, 813.3
Tomatoes, Other Hay/Non Alfalfa, 436, 97.0
Tomatoes, Dry Beans, 520, 115.6
Tomatoes, Hemp, 4, 0.9
Tomatoes, Watermelons, 2134, 474.6
Tomatoes, Onions, 4, 0.9
Tomatoes, Cucumbers, 4001, 889.8
Tomatoes, Tomatoes, 30593, 6803.7
Tomatoes, Herbs, 1, 0.2
Tomatoes, Fallow/Idle Cropland, 767, 170.6
Tomatoes, Peaches, 1, 0.2
Tomatoes, Grapes, 648, 144.1
Tomatoes, Other Tree Crops, 2, 0.4
Tomatoes, Almonds, 443, 98.5
Tomatoes, Walnuts, 424, 94.3
Tomatoes, Woody Wetlands, 1, 0.2
Tomatoes, Herbaceous Wetlands, 286, 63.6
Tomatoes, Pistachios, 13, 2.9
Tomatoes, Triticale, 1180, 262.4
Tomatoes, Garlic, 8524, 1895.7
Tomatoes, Cantaloupes, 4, 0.9
Tomatoes, Prunes, 1, 0.2
Tomatoes, Peppers, 2, 0.4
Tomatoes, Plums, 9, 2.0
Tomatoes, Squash, 5, 1.1
Tomatoes, Dbl Crop WinWht/Corn, 1198, 266.4
Tomatoes, Pumpkins, 45, 10.0
Herbs, Sunflowers, 3, 0.7
Herbs, Winter Wheat, 13, 2.9
Herbs, Rye, 16, 3.6
Herbs, Tomatoes, 24, 5.3
Herbs, Herbs, 5, 1.1
Herbs, Almonds, 1, 0.2
Herbs, Developed/Open Space, 14, 3.1
Clover/Wildflowers, Corn, 49, 10.9
Clover/Wildflowers, Winter Wheat, 8, 1.8
Clover/Wildflowers, Rye, 9, 2.0
Clover/Wildflowers, Safflower, 286, 63.6
Clover/Wildflowers, Alfalfa, 144, 32.0
Clover/Wildflowers, Other Hay/Non Alfalfa, 2719, 604.7
Clover/Wildflowers, Hemp, 26, 5.8
Clover/Wildflowers, Tomatoes, 53, 11.8
Clover/Wildflowers, Clover/Wildflowers, 133240, 29631.9
Clover/Wildflowers, Sod/Grass Seed, 410, 91.2
Clover/Wildflowers, Fallow/Idle Cropland, 40, 8.9
Clover/Wildflowers, Cherries, 2, 0.4
Clover/Wildflowers, Peaches, 1, 0.2
Clover/Wildflowers, Other Tree Crops, 14, 3.1
Clover/Wildflowers, Almonds, 21, 4.7
Clover/Wildflowers, Grass/Pasture, 3, 0.7
Clover/Wildflowers, Woody Wetlands, 2, 0.4
Clover/Wildflowers, Triticale, 84, 18.7
Clover/Wildflowers, Plums, 75, 16.7
Fallow/Idle Cropland, Corn, 4674, 1039.5
Fallow/Idle Cropland, Cotton, 1, 0.2
Fallow/Idle Cropland, Rice, 7318, 1627.5
Fallow/Idle Cropland, Sorghum, 47, 10.5
Fallow/Idle Cropland, Sunflowers, 682, 151.7
Fallow/Idle Cropland, Barley, 274, 60.9
Fallow/Idle Cropland, Winter Wheat, 6531, 1452.5
Fallow/Idle Cropland, Rye, 11, 2.4
Fallow/Idle Cropland, Oats, 1511, 336.0
Fallow/Idle Cropland, Safflower, 1466, 326.0
Fallow/Idle Cropland, Alfalfa, 2290, 509.3
Fallow/Idle Cropland, Other Hay/Non Alfalfa, 6398, 1422.9
Fallow/Idle Cropland, Dry Beans, 46, 10.2
Fallow/Idle Cropland, Hemp, 5648, 1256.1
Fallow/Idle Cropland, Watermelons, 136, 30.2
Fallow/Idle Cropland, Tomatoes, 1023, 227.5
Fallow/Idle Cropland, Herbs, 2, 0.4
Fallow/Idle Cropland, Clover/Wildflowers, 465, 103.4
Fallow/Idle Cropland, Sod/Grass Seed, 3, 0.7
Fallow/Idle Cropland, Fallow/Idle Cropland, 57680, 12827.7
Fallow/Idle Cropland, Cherries, 29, 6.4
Fallow/Idle Cropland, Peaches, 156, 34.7
Fallow/Idle Cropland, Apples, 14, 3.1
Fallow/Idle Cropland, Grapes, 133, 29.6
Fallow/Idle Cropland, Other Tree Crops, 892, 198.4
Fallow/Idle Cropland, Almonds, 6463, 1437.3
Fallow/Idle Cropland, Walnuts, 780, 173.5
Fallow/Idle Cropland, Open Water, 95, 21.1
Fallow/Idle Cropland, Barren, 129, 28.7
Fallow/Idle Cropland, Evergreen Forest, 1, 0.2
Fallow/Idle Cropland, Mixed Forest, 10, 2.2
Fallow/Idle Cropland, Shrubland, 723, 160.8
Fallow/Idle Cropland, Grass/Pasture, 2177, 484.2
Fallow/Idle Cropland, Woody Wetlands, 764, 169.9
Fallow/Idle Cropland, Herbaceous Wetlands, 11786, 2621.1
Fallow/Idle Cropland, Pistachios, 543, 120.8
Fallow/Idle Cropland, Triticale, 1341, 298.2
Fallow/Idle Cropland, Garlic, 1, 0.2
Fallow/Idle Cropland, Cantaloupes, 2, 0.4
Fallow/Idle Cropland, Prunes, 313, 69.6
Fallow/Idle Cropland, Olives, 573, 127.4
Fallow/Idle Cropland, Plums, 214, 47.6
Fallow/Idle Cropland, Dbl Crop WinWht/Corn, 31, 6.9
Fallow/Idle Cropland, Dbl Crop Oats/Corn, 20, 4.4
Fallow/Idle Cropland, Lettuce, 10, 2.2
Cherries, Cherries, 7211, 1603.7
Cherries, Peaches, 23, 5.1
Cherries, Grapes, 82, 18.2
Cherries, Pecans, 1, 0.2
Cherries, Almonds, 227, 50.5
Cherries, Walnuts, 140, 31.1
Cherries, Pears, 321, 71.4
Cherries, Grass/Pasture, 16, 3.6
Cherries, Woody Wetlands, 1, 0.2
Cherries, Olives, 452, 100.5
Peaches, Winter Wheat, 3, 0.7
Peaches, Safflower, 9, 2.0
Peaches, Alfalfa, 62, 13.8
Peaches, Peaches, 319, 70.9
Peaches, Other Tree Crops, 30, 6.7
Peaches, Almonds, 5, 1.1
Peaches, Walnuts, 9, 2.0
Peaches, Woody Wetlands, 2, 0.4
Peaches, Prunes, 3, 0.7
Peaches, Plums, 9, 2.0
Apples, Barley, 140, 31.1
Apples, Alfalfa, 138, 30.7
Apples, Apples, 1886, 419.4
Apples, Pears, 1333, 296.5
Grapes, Cotton, 1, 0.2
Grapes, Rice, 50, 11.1
Grapes, Winter Wheat, 1778, 395.4
Grapes, Oats, 446, 99.2
Grapes, Safflower, 23, 5.1
Grapes, Other Hay/Non Alfalfa, 32, 7.1
Grapes, Tomatoes, 147, 32.7
Grapes, Cherries, 4, 0.9
Grapes, Grapes, 139555, 31036.3
Grapes, Other Tree Crops, 176, 39.1
Grapes, Almonds, 2729, 606.9
Grapes, Walnuts, 308, 68.5
Grapes, Pears, 10, 2.2
Grapes, Developed/Open Space, 227, 50.5
Grapes, Developed/Low Intensity, 64, 14.2
Grapes, Developed/Medium Intensity, 28, 6.2
Grapes, Developed/High Intensity, 1, 0.2
Grapes, Shrubland, 23, 5.1
Grapes, Grass/Pasture, 128, 28.5
Grapes, Pistachios, 1, 0.2
Grapes, Triticale, 199, 44.3
Grapes, Garlic, 2, 0.4
Grapes, Olives, 175, 38.9
Grapes, Plums, 6, 1.3
Grapes, Lettuce, 67, 14.9
Other Tree Crops, Rice, 11, 2.4
Other Tree Crops, Grapes, 17, 3.8
Other Tree Crops, Other Tree Crops, 247, 54.9
Other Tree Crops, Almonds, 4, 0.9
Other Tree Crops, Walnuts, 1, 0.2
Other Tree Crops, Woody Wetlands, 2, 0.4
Other Tree Crops, Herbaceous Wetlands, 2, 0.4
Citrus, Citrus, 1, 0.2
Pecans, Pecans, 142, 31.6
Pecans, Almonds, 8, 1.8
Pecans, Walnuts, 92, 20.5
Pecans, Woody Wetlands, 18, 4.0
Pecans, Herbaceous Wetlands, 1, 0.2
Almonds, Corn, 1686, 375.0
Almonds, Cotton, 23, 5.1
Almonds, Rice, 465, 103.4
Almonds, Sorghum, 31, 6.9
Almonds, Sunflowers, 130, 28.9
Almonds, Sweet Corn, 1023, 227.5
Almonds, Barley, 285, 63.4
Almonds, Winter Wheat, 1717, 381.9
Almonds, Oats, 143, 31.8
Almonds, Safflower, 1761, 391.6
Almonds, Alfalfa, 2631, 585.1
Almonds, Other Hay/Non Alfalfa, 694, 154.3
Almonds, Dry Beans, 5, 1.1
Almonds, Hemp, 314, 69.8
Almonds, Sweet Potatoes, 1, 0.2
Almonds, Watermelons, 12, 2.7
Almonds, Onions, 55, 12.2
Almonds, Cucumbers, 1, 0.2
Almonds, Chick Peas, 21, 4.7
Almonds, Tomatoes, 574, 127.7
Almonds, Herbs, 2, 0.4
Almonds, Clover/Wildflowers, 64, 14.2
Almonds, Fallow/Idle Cropland, 1683, 374.3
Almonds, Cherries, 1909, 424.6
Almonds, Peaches, 52, 11.6
