From, To, Count,  Acreage
Sunflowers, Pumpkins, 1, 0.2
Pop or Orn Corn, Almonds, 1, 0.2
Mint, Oats, 1, 0.2
Barley, Corn, 17, 3.8
Barley, Sunflowers, 27, 6.0
Barley, Sweet Corn, 14, 3.1
Barley, Pop or Orn Corn, 9, 2.0
Barley, Barley, 3, 0.7
Barley, Winter Wheat, 86, 19.1
Barley, Rye, 5, 1.1
Barley, Oats, 12, 2.7
Barley, Safflower, 19, 4.2
Barley, Alfalfa, 268, 59.6
Barley, Other Hay/Non Alfalfa, 33, 7.3
Barley, Watermelons, 20, 4.4
Barley, Cucumbers, 101, 22.5
Barley, Peas, 8, 1.8
Barley, Tomatoes, 165, 36.7
Barley, Fallow/Idle Cropland, 33, 7.3
Barley, Cherries, 1, 0.2
Barley, Almonds, 343, 76.3
Barley, Walnuts, 3, 0.7
Barley, Developed/Open Space, 2, 0.4
Barley, Developed/Low Intensity, 1, 0.2
Barley, Developed/Medium Intensity, 2, 0.4
Barley, Developed/High Intensity, 3, 0.7
Barley, Grass/Pasture, 8, 1.8
Barley, Herbaceous Wetlands, 19, 4.2
Barley, Pistachios, 5, 1.1
Barley, Triticale, 175, 38.9
Barley, Garlic, 41, 9.1
Barley, Prunes, 1, 0.2
Barley, Olives, 8, 1.8
Barley, Dbl Crop Oats/Corn, 2, 0.4
Barley, Pumpkins, 1, 0.2
Spring Wheat, Winter Wheat, 2, 0.4
Spring Wheat, Alfalfa, 2, 0.4
Spring Wheat, Fallow/Idle Cropland, 1, 0.2
Spring Wheat, Almonds, 2, 0.4
Spring Wheat, Garlic, 2, 0.4
Winter Wheat, Corn, 7566, 1682.6
Winter Wheat, Cotton, 7, 1.6
Winter Wheat, Rice, 1346, 299.3
Winter Wheat, Sorghum, 40, 8.9
Winter Wheat, Sunflowers, 812, 180.6
Winter Wheat, Sweet Corn, 239, 53.2
Winter Wheat, Pop or Orn Corn, 3, 0.7
Winter Wheat, Barley, 320, 71.2
Winter Wheat, Spring Wheat, 1, 0.2
Winter Wheat, Winter Wheat, 16809, 3738.2
Winter Wheat, Rye, 840, 186.8
Winter Wheat, Oats, 1634, 363.4
Winter Wheat, Safflower, 4863, 1081.5
Winter Wheat, Alfalfa, 17460, 3883.0
Winter Wheat, Other Hay/Non Alfalfa, 2330, 518.2
Winter Wheat, Dry Beans, 23, 5.1
Winter Wheat, Hemp, 44, 9.8
Winter Wheat, Watermelons, 293, 65.2
Winter Wheat, Onions, 6, 1.3
Winter Wheat, Cucumbers, 1250, 278.0
Winter Wheat, Peas, 9, 2.0
Winter Wheat, Tomatoes, 10608, 2359.2
Winter Wheat, Herbs, 6, 1.3
Winter Wheat, Clover/Wildflowers, 75, 16.7
Winter Wheat, Sod/Grass Seed, 1, 0.2
Winter Wheat, Fallow/Idle Cropland, 3141, 698.5
Winter Wheat, Cherries, 187, 41.6
Winter Wheat, Peaches, 1, 0.2
Winter Wheat, Grapes, 352, 78.3
Winter Wheat, Other Tree Crops, 8, 1.8
Winter Wheat, Almonds, 8169, 1816.7
Winter Wheat, Walnuts, 535, 119.0
Winter Wheat, Pears, 4, 0.9
Winter Wheat, Open Water, 11, 2.4
Winter Wheat, Developed/Open Space, 211, 46.9
Winter Wheat, Developed/Low Intensity, 251, 55.8
Winter Wheat, Developed/Medium Intensity, 85, 18.9
Winter Wheat, Developed/High Intensity, 20, 4.4
Winter Wheat, Barren, 7, 1.6
Winter Wheat, Shrubland, 43, 9.6
Winter Wheat, Grass/Pasture, 286, 63.6
Winter Wheat, Woody Wetlands, 7, 1.6
Winter Wheat, Herbaceous Wetlands, 246, 54.7
Winter Wheat, Pistachios, 183, 40.7
Winter Wheat, Triticale, 5224, 1161.8
Winter Wheat, Garlic, 1824, 405.6
Winter Wheat, Cantaloupes, 3, 0.7
Winter Wheat, Prunes, 1, 0.2
Winter Wheat, Olives, 1447, 321.8
Winter Wheat, Plums, 19, 4.2
Winter Wheat, Squash, 6, 1.3
Winter Wheat, Dbl Crop WinWht/Corn, 291, 64.7
Winter Wheat, Dbl Crop Oats/Corn, 180, 40.0
Winter Wheat, Lettuce, 2, 0.4
Winter Wheat, Dbl Crop Triticale/Corn, 6, 1.3
Winter Wheat, Pumpkins, 147, 32.7
Winter Wheat, Dbl Crop Barley/Corn, 2, 0.4
Rye, Corn, 7, 1.6
Rye, Barley, 2, 0.4
Rye, Winter Wheat, 41, 9.1
Rye, Oats, 5, 1.1
Rye, Safflower, 5, 1.1
Rye, Alfalfa, 5, 1.1
Rye, Other Hay/Non Alfalfa, 5, 1.1
Rye, Tomatoes, 3, 0.7
Rye, Fallow/Idle Cropland, 18, 4.0
Rye, Grapes, 1, 0.2
Rye, Almonds, 29, 6.4
Rye, Walnuts, 1, 0.2
Rye, Developed/High Intensity, 3, 0.7
Rye, Grass/Pasture, 6, 1.3
Rye, Triticale, 6, 1.3
Rye, Prunes, 1, 0.2
Rye, Dbl Crop WinWht/Corn, 1, 0.2
Oats, Corn, 151, 33.6
Oats, Rice, 2, 0.4
Oats, Sorghum, 3, 0.7
Oats, Sunflowers, 205, 45.6
Oats, Sweet Corn, 7, 1.6
Oats, Barley, 14, 3.1
Oats, Winter Wheat, 913, 203.0
Oats, Rye, 15, 3.3
Oats, Oats, 820, 182.4
Oats, Safflower, 117, 26.0
Oats, Alfalfa, 2152, 478.6
Oats, Other Hay/Non Alfalfa, 218, 48.5
Oats, Dry Beans, 2, 0.4
Oats, Hemp, 2, 0.4
Oats, Watermelons, 10, 2.2
Oats, Cucumbers, 28, 6.2
Oats, Tomatoes, 149, 33.1
Oats, Clover/Wildflowers, 1, 0.2
Oats, Fallow/Idle Cropland, 194, 43.1
Oats, Cherries, 11, 2.4
Oats, Grapes, 49, 10.9
Oats, Almonds, 393, 87.4
Oats, Walnuts, 23, 5.1
Oats, Pears, 1, 0.2
Oats, Open Water, 3, 0.7
Oats, Developed/Open Space, 3, 0.7
Oats, Developed/Low Intensity, 7, 1.6
Oats, Developed/Medium Intensity, 6, 1.3
Oats, Developed/High Intensity, 5, 1.1
Oats, Barren, 3, 0.7
Oats, Grass/Pasture, 20, 4.4
Oats, Herbaceous Wetlands, 7, 1.6
Oats, Pistachios, 5, 1.1
Oats, Triticale, 1099, 244.4
Oats, Garlic, 8, 1.8
Oats, Olives, 755, 167.9
Oats, Plums, 8, 1.8
Oats, Dbl Crop WinWht/Corn, 27, 6.0
Oats, Dbl Crop Oats/Corn, 115, 25.6
Oats, Lettuce, 3, 0.7
Oats, Dbl Crop Triticale/Corn, 21, 4.7
Oats, Pumpkins, 4, 0.9
Safflower, Corn, 7546, 1678.2
Safflower, Cotton, 9, 2.0
Safflower, Rice, 370, 82.3
Safflower, Sorghum, 32, 7.1
Safflower, Sunflowers, 888, 197.5
Safflower, Sweet Corn, 337, 74.9
Safflower, Pop or Orn Corn, 3, 0.7
Safflower, Barley, 1192, 265.1
Safflower, Winter Wheat, 9239, 2054.7
Safflower, Rye, 110, 24.5
Safflower, Oats, 702, 156.1
Safflower, Safflower, 12055, 2681.0
Safflower, Alfalfa, 17313, 3850.3
Safflower, Other Hay/Non Alfalfa, 1139, 253.3
Safflower, Dry Beans, 48, 10.7
Safflower, Hemp, 157, 34.9
Safflower, Sweet Potatoes, 1, 0.2
Safflower, Watermelons, 591, 131.4
Safflower, Onions, 10, 2.2
Safflower, Cucumbers, 1349, 300.0
Safflower, Chick Peas, 2, 0.4
Safflower, Peas, 2, 0.4
Safflower, Tomatoes, 5703, 1268.3
Safflower, Herbs, 4, 0.9
Safflower, Clover/Wildflowers, 76, 16.9
Safflower, Sod/Grass Seed, 5, 1.1
Safflower, Fallow/Idle Cropland, 2513, 558.9
Safflower, Cherries, 140, 31.1
Safflower, Peaches, 13, 2.9
Safflower, Grapes, 1123, 249.7
Safflower, Other Tree Crops, 88, 19.6
Safflower, Citrus, 1, 0.2
Safflower, Almonds, 7146, 1589.2
Safflower, Walnuts, 504, 112.1
Safflower, Pears, 133, 29.6
Safflower, Open Water, 34, 7.6
Safflower, Developed/Open Space, 482, 107.2
Safflower, Developed/Low Intensity, 666, 148.1
Safflower, Developed/Medium Intensity, 179, 39.8
Safflower, Developed/High Intensity, 33, 7.3
Safflower, Barren, 6, 1.3
Safflower, Deciduous Forest, 2, 0.4
Safflower, Evergreen Forest, 1, 0.2
Safflower, Mixed Forest, 1, 0.2
Safflower, Shrubland, 19, 4.2
Safflower, Grass/Pasture, 151, 33.6
Safflower, Woody Wetlands, 71, 15.8
Safflower, Herbaceous Wetlands, 159, 35.4
Safflower, Pistachios, 79, 17.6
Safflower, Triticale, 5088, 1131.5
Safflower, Carrots, 1, 0.2
Safflower, Garlic, 658, 146.3
Safflower, Cantaloupes, 6, 1.3
Safflower, Prunes, 5, 1.1
Safflower, Olives, 1225, 272.4
Safflower, Peppers, 2, 0.4
Safflower, Plums, 30, 6.7
Safflower, Strawberries, 1, 0.2
Safflower, Squash, 16, 3.6
Safflower, Dbl Crop WinWht/Corn, 114, 25.4
Safflower, Dbl Crop Oats/Corn, 202, 44.9
Safflower, Lettuce, 67, 14.9
Safflower, Dbl Crop Triticale/Corn, 28, 6.2
Safflower, Pumpkins, 69, 15.3
Safflower, Dbl Crop WinWht/Sorghum, 1, 0.2
Safflower, Dbl Crop Barley/Corn, 4, 0.9
Alfalfa, Corn, 12171, 2706.8
Alfalfa, Cotton, 25, 5.6
Alfalfa, Rice, 3974, 883.8
Alfalfa, Sorghum, 32, 7.1
Alfalfa, Sunflowers, 4409, 980.5
Alfalfa, Sweet Corn, 648, 144.1
Alfalfa, Pop or Orn Corn, 2, 0.4
Alfalfa, Barley, 244, 54.3
Alfalfa, Winter Wheat, 22206, 4938.5
Alfalfa, Rye, 575, 127.9
Alfalfa, Oats, 4900, 1089.7
Alfalfa, Safflower, 10737, 2387.9
Alfalfa, Alfalfa, 141783, 31531.8
Alfalfa, Other Hay/Non Alfalfa, 13893, 3089.7
Alfalfa, Dry Beans, 79, 17.6
Alfalfa, Hemp, 463, 103.0
Alfalfa, Watermelons, 1797, 399.6
Alfalfa, Onions, 76, 16.9
Alfalfa, Cucumbers, 1605, 356.9
Alfalfa, Chick Peas, 2, 0.4
Alfalfa, Peas, 120, 26.7
Alfalfa, Tomatoes, 23769, 5286.1
Alfalfa, Herbs, 2, 0.4
Alfalfa, Clover/Wildflowers, 1688, 375.4
Alfalfa, Sod/Grass Seed, 22, 4.9
Alfalfa, Fallow/Idle Cropland, 7608, 1692.0
Alfalfa, Cherries, 409, 91.0
Alfalfa, Peaches, 73, 16.2
Alfalfa, Apples, 2, 0.4
Alfalfa, Grapes, 3097, 688.8
Alfalfa, Other Tree Crops, 60, 13.3
Alfalfa, Citrus, 5, 1.1
Alfalfa, Pecans, 8, 1.8
Alfalfa, Almonds, 18558, 4127.2
Alfalfa, Walnuts, 1416, 314.9
Alfalfa, Pears, 190, 42.3
Alfalfa, Open Water, 398, 88.5
Alfalfa, Developed/Open Space, 1151, 256.0
Alfalfa, Developed/Low Intensity, 941, 209.3
Alfalfa, Developed/Medium Intensity, 133, 29.6
Alfalfa, Developed/High Intensity, 3, 0.7
Alfalfa, Barren, 10, 2.2
Alfalfa, Deciduous Forest, 1, 0.2
Alfalfa, Evergreen Forest, 1, 0.2
Alfalfa, Mixed Forest, 5, 1.1
Alfalfa, Shrubland, 62, 13.8
Alfalfa, Grass/Pasture, 520, 115.6
Alfalfa, Woody Wetlands, 489, 108.8
Alfalfa, Herbaceous Wetlands, 240, 53.4
Alfalfa, Pistachios, 146, 32.5
Alfalfa, Triticale, 5686, 1264.5
Alfalfa, Garlic, 2351, 522.8
Alfalfa, Cantaloupes, 12, 2.7
Alfalfa, Prunes, 22, 4.9
Alfalfa, Olives, 2602, 578.7
Alfalfa, Peppers, 44, 9.8
Alfalfa, Plums, 55, 12.2
Alfalfa, Strawberries, 39, 8.7
Alfalfa, Squash, 129, 28.7
Alfalfa, Dbl Crop WinWht/Corn, 1936, 430.6
Alfalfa, Dbl Crop Oats/Corn, 2633, 585.6
Alfalfa, Lettuce, 2, 0.4
Alfalfa, Dbl Crop Triticale/Corn, 36, 8.0
Alfalfa, Pumpkins, 608, 135.2
Alfalfa, Dbl Crop Barley/Corn, 315, 70.1
Other Hay/Non Alfalfa, Corn, 1367, 304.0
Other Hay/Non Alfalfa, Cotton, 7, 1.6
Other Hay/Non Alfalfa, Rice, 388, 86.3
Other Hay/Non Alfalfa, Sorghum, 289, 64.3
Other Hay/Non Alfalfa, Sunflowers, 1184, 263.3
Other Hay/Non Alfalfa, Sweet Corn, 63, 14.0
Other Hay/Non Alfalfa, Barley, 656, 145.9
Other Hay/Non Alfalfa, Durum Wheat, 1, 0.2
Other Hay/Non Alfalfa, Spring Wheat, 1, 0.2
Other Hay/Non Alfalfa, Winter Wheat, 6178, 1374.0
Other Hay/Non Alfalfa, Rye, 1868, 415.4
Other Hay/Non Alfalfa, Oats, 1350, 300.2
Other Hay/Non Alfalfa, Safflower, 1572, 349.6
Other Hay/Non Alfalfa, Alfalfa, 18014, 4006.2
Other Hay/Non Alfalfa, Other Hay/Non Alfalfa, 33261, 7397.1
Other Hay/Non Alfalfa, Dry Beans, 39, 8.7
Other Hay/Non Alfalfa, Hemp, 274, 60.9
Other Hay/Non Alfalfa, Watermelons, 142, 31.6
Other Hay/Non Alfalfa, Onions, 12, 2.7
Other Hay/Non Alfalfa, Cucumbers, 190, 42.3
Other Hay/Non Alfalfa, Chick Peas, 2, 0.4
Other Hay/Non Alfalfa, Peas, 11, 2.4
Other Hay/Non Alfalfa, Tomatoes, 2416, 537.3
Other Hay/Non Alfalfa, Herbs, 2, 0.4
Other Hay/Non Alfalfa, Clover/Wildflowers, 6143, 1366.2
Other Hay/Non Alfalfa, Sod/Grass Seed, 23, 5.1
Other Hay/Non Alfalfa, Fallow/Idle Cropland, 2362, 525.3
Other Hay/Non Alfalfa, Cherries, 223, 49.6
Other Hay/Non Alfalfa, Peaches, 15, 3.3
Other Hay/Non Alfalfa, Apples, 6, 1.3
Other Hay/Non Alfalfa, Grapes, 890, 197.9
Other Hay/Non Alfalfa, Other Tree Crops, 9, 2.0
Other Hay/Non Alfalfa, Pecans, 1, 0.2
Other Hay/Non Alfalfa, Almonds, 8205, 1824.7
Other Hay/Non Alfalfa, Walnuts, 412, 91.6
Other Hay/Non Alfalfa, Pears, 67, 14.9
Other Hay/Non Alfalfa, Open Water, 289, 64.3
Other Hay/Non Alfalfa, Developed/Open Space, 762, 169.5
Other Hay/Non Alfalfa, Developed/Low Intensity, 666, 148.1
Other Hay/Non Alfalfa, Developed/Medium Intensity, 231, 51.4
Other Hay/Non Alfalfa, Developed/High Intensity, 104, 23.1
Other Hay/Non Alfalfa, Barren, 30, 6.7
Other Hay/Non Alfalfa, Evergreen Forest, 1, 0.2
Other Hay/Non Alfalfa, Mixed Forest, 2, 0.4
Other Hay/Non Alfalfa, Shrubland, 219, 48.7
Other Hay/Non Alfalfa, Grass/Pasture, 10523, 2340.3
Other Hay/Non Alfalfa, Woody Wetlands, 120, 26.7
Other Hay/Non Alfalfa, Herbaceous Wetlands, 698, 155.2
Other Hay/Non Alfalfa, Pistachios, 84, 18.7
Other Hay/Non Alfalfa, Triticale, 1662, 369.6
Other Hay/Non Alfalfa, Garlic, 308, 68.5
Other Hay/Non Alfalfa, Cantaloupes, 1, 0.2
Other Hay/Non Alfalfa, Prunes, 46, 10.2
Other Hay/Non Alfalfa, Olives, 437, 97.2
Other Hay/Non Alfalfa, Peppers, 2, 0.4
Other Hay/Non Alfalfa, Plums, 65, 14.5
Other Hay/Non Alfalfa, Strawberries, 7, 1.6
Other Hay/Non Alfalfa, Squash, 2, 0.4
Other Hay/Non Alfalfa, Dbl Crop WinWht/Corn, 280, 62.3
Other Hay/Non Alfalfa, Dbl Crop Oats/Corn, 183, 40.7
Other Hay/Non Alfalfa, Lettuce, 1, 0.2
Other Hay/Non Alfalfa, Dbl Crop Triticale/Corn, 40, 8.9
Other Hay/Non Alfalfa, Pumpkins, 42, 9.3
Other Hay/Non Alfalfa, Dbl Crop Barley/Corn, 5, 1.1
Dry Beans, Corn, 1709, 380.1
Dry Beans, Cotton, 1, 0.2
Dry Beans, Rice, 62, 13.8
Dry Beans, Sunflowers, 687, 152.8
Dry Beans, Sweet Corn, 61, 13.6
Dry Beans, Barley, 34, 7.6
